listing_id,scrape_id,scraped_date,host_id,host_name,host_since,host_is_superhost,host_neighbourhood,listing_neighbourhood,property_type,room_type,accommodates,price,has_availability,availability_30,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_value,source_file,year_month
29807532,20200000000000,2021-04-12,29943751,Sarah,24/3/2015,f,,Northern Beaches,Private room in house,Private room,2,60.0,t,19,1,80.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29809280,20200000000000,2021-04-10,26314971,Dee,18/1/2015,f,,Randwick,Private room in apartment,Private room,1,80.0,t,0,0,,,,,,,04_2021.csv,2021-04
29809831,20200000000000,2021-04-13,224261944,Jane,5/11/2018,f,Chatswood,Willoughby,Private room in apartment,Private room,2,59.0,t,30,0,,,,,,,04_2021.csv,2021-04
29810238,20200000000000,2021-04-10,8763958,Emma,11/9/2013,f,Bondi Beach,Waverley,Entire apartment,Entire home/apt,4,215.0,t,0,2,100.0,10.0,10.0,9.0,10.0,10.0,04_2021.csv,2021-04
29810492,20200000000000,2021-04-13,221961316,,,,,Northern Beaches,Room in boutique hotel,Entire home/apt,2,270.0,t,12,1,60.0,6.0,6.0,8.0,6.0,8.0,04_2021.csv,2021-04
29810731,20200000000000,2021-04-12,21902169,Sascha,29/9/2014,f,Bondi,Waverley,Entire apartment,Entire home/apt,6,500.0,t,28,0,,,,,,,04_2021.csv,2021-04
29813277,20200000000000,2021-04-10,105142636,Kate,25/11/2016,f,Randwick,Randwick,Entire apartment,Entire home/apt,4,220.0,t,0,0,,,,,,,04_2021.csv,2021-04
29813566,20200000000000,2021-04-10,52275949,Damian,26/12/2015,f,Bondi Beach,Waverley,Entire apartment,Entire home/apt,3,101.0,t,0,49,92.0,9.0,9.0,10.0,10.0,9.0,04_2021.csv,2021-04
29816857,20200000000000,2021-04-10,194718992,Brian,10/6/2018,f,Rosebery,Sydney,Private room in house,Private room,1,30.0,t,0,1,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29828022,20200000000000,2021-04-10,77642906,Chanti,14/6/2016,f,Clovelly,Randwick,Private room in apartment,Private room,2,100.0,t,0,1,,,,,,,04_2021.csv,2021-04
29829025,20200000000000,2021-04-10,173877430,Katie,17/2/2018,f,,Sydney,Shared room in apartment,Shared room,1,45.0,t,0,0,,,,,,,04_2021.csv,2021-04
29831524,20200000000000,2021-04-14,207917273,Stephanie,7/8/2018,t,Haymarket,Sydney,Entire apartment,Entire home/apt,5,275.0,t,0,85,97.0,10.0,9.0,10.0,10.0,10.0,04_2021.csv,2021-04
29831638,20200000000000,2021-04-10,14616109,Glenyss,23/4/2014,f,,Sydney,Entire guest suite,Entire home/apt,2,150.0,t,0,4,100.0,10.0,9.0,10.0,10.0,10.0,04_2021.csv,2021-04
29832003,20200000000000,2021-04-10,9582187,Helen,22/10/2013,f,Camperdown,Sydney,Entire apartment,Entire home/apt,1,84.0,t,0,6,97.0,10.0,9.0,10.0,10.0,9.0,04_2021.csv,2021-04
29832221,20200000000000,2021-04-10,72284527,Noémie,16/5/2016,f,Maroubra,Randwick,Entire apartment,Entire home/apt,4,148.0,t,0,1,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29833739,20200000000000,2021-04-12,47803920,Elizabeth  & Andrew,30/10/2015,f,Willoughby,Willoughby,Entire apartment,Entire home/apt,5,280.0,t,30,1,,,,,,,04_2021.csv,2021-04
29834305,20200000000000,2021-04-10,91768989,Regina,25/8/2016,f,,Parramatta,Entire house,Entire home/apt,7,290.0,t,0,1,80.0,8.0,8.0,8.0,8.0,8.0,04_2021.csv,2021-04
29834336,20200000000000,2021-04-10,197250814,Jiayi,22/6/2018,f,Kingsford,Randwick,Private room in guest suite,Private room,1,35.0,t,0,3,73.0,7.0,7.0,7.0,7.0,7.0,04_2021.csv,2021-04
29834815,20200000000000,2021-04-10,23005184,Andrea,26/10/2014,f,Redfern,Sydney,Entire apartment,Entire home/apt,2,150.0,t,0,0,,,,,,,04_2021.csv,2021-04
29835875,20200000000000,2021-04-10,42392596,,,,,Northern Beaches,Private room in apartment,Private room,1,75.0,t,0,1,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29837005,20200000000000,2021-04-12,40908517,David,8/8/2015,f,North Sydney,North Sydney,Entire apartment,Entire home/apt,2,139.0,t,0,1,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29839175,20200000000000,2021-04-12,142918379,Alex,28/7/2017,t,Croydon,Burwood,Entire house,Entire home/apt,6,178.0,t,2,49,99.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29840494,20200000000000,2021-04-12,66874206,Emil,12/4/2016,f,,Blacktown,Entire house,Entire home/apt,7,150.0,t,0,71,95.0,10.0,9.0,10.0,10.0,9.0,04_2021.csv,2021-04
29840995,20200000000000,2021-04-12,219612559,NiCo,9/10/2018,f,Bankstown,Canterbury-Bankstown,Entire apartment,Entire home/apt,2,90.0,t,0,11,95.0,9.0,10.0,9.0,10.0,10.0,04_2021.csv,2021-04
29841145,20200000000000,2021-04-12,219612559,NiCo,9/10/2018,f,Bankstown,Canterbury-Bankstown,Private room in apartment,Private room,2,90.0,t,0,8,83.0,8.0,9.0,8.0,8.0,8.0,04_2021.csv,2021-04
29841172,20200000000000,2021-04-10,153451612,Ben & Jen,5/10/2017,f,,Northern Beaches,Entire apartment,Entire home/apt,4,150.0,t,0,10,96.0,10.0,9.0,9.0,10.0,10.0,04_2021.csv,2021-04
29841295,20200000000000,2021-04-12,219612559,NiCo,9/10/2018,f,Bankstown,Canterbury-Bankstown,Private room in apartment,Private room,2,90.0,t,0,2,60.0,6.0,8.0,6.0,6.0,6.0,04_2021.csv,2021-04
29841395,20200000000000,2021-04-12,219612559,NiCo,9/10/2018,f,Bankstown,Canterbury-Bankstown,Entire apartment,Entire home/apt,2,90.0,t,0,16,91.0,9.0,10.0,9.0,9.0,9.0,04_2021.csv,2021-04
29841446,20200000000000,2021-04-12,219612559,NiCo,9/10/2018,f,Bankstown,Canterbury-Bankstown,Private room in apartment,Private room,2,90.0,t,0,8,95.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29841996,20200000000000,2021-04-10,30012441,Natalie,25/3/2015,t,,Northern Beaches,Tiny house,Entire home/apt,2,125.0,t,0,33,98.0,10.0,10.0,10.0,10.0,9.0,04_2021.csv,2021-04
29842480,20200000000000,2021-04-12,43063721,Lily,1/9/2015,f,,Georges River,Tiny house,Entire home/apt,4,98.0,t,24,7,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29842947,20200000000000,2021-04-12,73690914,Ama,24/5/2016,f,Newtown,Sydney,Entire apartment,Entire home/apt,4,99.0,t,29,1,20.0,2.0,2.0,2.0,2.0,2.0,04_2021.csv,2021-04
29844760,20200000000000,2021-04-13,27686970,Gilly,13/2/2015,f,,Cumberland,Entire condominium,Entire home/apt,5,109.0,t,0,34,96.0,10.0,10.0,10.0,10.0,9.0,04_2021.csv,2021-04
29845654,20200000000000,2021-04-12,60132436,Claire,23/2/2016,f,,Mosman,Entire house,Entire home/apt,8,550.0,t,11,22,96.0,10.0,9.0,10.0,10.0,10.0,04_2021.csv,2021-04
29852257,20200000000000,2021-04-10,35951602,Lulu,16/6/2015,f,,Waverley,Entire apartment,Entire home/apt,2,85.0,t,0,3,93.0,10.0,7.0,10.0,10.0,10.0,04_2021.csv,2021-04
29853587,20200000000000,2021-04-10,224521933,Spiro,6/11/2018,f,,Sydney,Entire apartment,Entire home/apt,2,350.0,t,0,0,,,,,,,04_2021.csv,2021-04
29855244,20200000000000,2021-04-10,122081358,Angela,22/3/2017,t,,North Sydney,Private room in guest suite,Private room,2,140.0,t,0,10,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29855917,20200000000000,2021-04-10,141026866,Wendy,17/7/2017,f,Balgowlah,Northern Beaches,Entire house,Entire home/apt,8,499.0,t,0,11,100.0,10.0,10.0,10.0,9.0,9.0,04_2021.csv,2021-04
29856009,20200000000000,2021-04-10,218321838,Jorge,1/10/2018,f,Stanmore,Inner West,Entire apartment,Entire home/apt,2,150.0,t,0,4,70.0,8.0,8.0,8.0,6.0,8.0,04_2021.csv,2021-04
29856149,20200000000000,2021-04-10,218321838,Jorge,1/10/2018,f,Stanmore,Inner West,Entire apartment,Entire home/apt,2,150.0,t,0,12,87.0,9.0,10.0,10.0,9.0,9.0,04_2021.csv,2021-04
29857579,20200000000000,2021-04-13,224378406,Vanessa,5/11/2018,f,Paddington,Sydney,Entire house,Entire home/apt,4,200.0,t,0,8,83.0,10.0,8.0,10.0,10.0,9.0,04_2021.csv,2021-04
29857937,20200000000000,2021-04-12,54403007,Monique,12/1/2016,f,,Northern Beaches,Entire house,Entire home/apt,9,850.0,t,0,5,95.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29860177,20200000000000,2021-04-13,179633789,Mike,20/3/2018,f,Cremorne,North Sydney,Private room in apartment,Private room,4,600.0,t,30,1,,,,,,,04_2021.csv,2021-04
29860199,20200000000000,2021-04-13,19771237,Laney,10/8/2014,f,,Hornsby,Entire house,Entire home/apt,8,400.0,t,0,1,80.0,10.0,8.0,10.0,10.0,10.0,04_2021.csv,2021-04
29862225,20200000000000,2021-04-12,224585187,,,,,Sutherland Shire,Entire apartment,Entire home/apt,4,290.0,t,2,87,96.0,10.0,9.0,10.0,10.0,9.0,04_2021.csv,2021-04
29864767,20200000000000,2021-04-10,8945870,Nicolas,20/9/2013,f,Bondi,Waverley,Private room in house,Private room,2,106.0,t,0,3,100.0,10.0,9.0,10.0,10.0,10.0,04_2021.csv,2021-04
29864916,20200000000000,2021-04-13,24142431,Aki,25/11/2014,f,,Sydney,Private room in apartment,Private room,2,120.0,t,30,29,99.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29865765,20200000000000,2021-04-12,6594500,Sylvain,27/5/2013,f,Chippendale,Sydney,Private room in townhouse,Private room,2,11111.0,t,28,0,,,,,,,04_2021.csv,2021-04
29866320,20200000000000,2021-04-12,224604867,Jennifer,7/11/2018,t,Newtown,Sydney,Entire apartment,Entire home/apt,7,146.0,t,0,30,99.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29866972,20200000000000,2021-04-10,142162744,Julia,24/7/2017,t,Neutral Bay,North Sydney,Entire apartment,Entire home/apt,2,106.0,t,0,16,99.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29868155,20200000000000,2021-04-10,110930580,Yichen,11/1/2017,f,,Sydney,Entire apartment,Entire home/apt,3,108.0,t,0,2,60.0,8.0,6.0,10.0,10.0,10.0,04_2021.csv,2021-04
29872388,20200000000000,2021-04-10,58939152,Carol,15/2/2016,f,Rhodes,Canada Bay,Entire apartment,Entire home/apt,5,117.0,t,0,43,90.0,9.0,9.0,9.0,9.0,9.0,04_2021.csv,2021-04
29880526,20200000000000,2021-04-12,17943408,Harvey,10/7/2014,t,Ultimo,Sydney,Room in boutique hotel,Private room,2,158.0,t,30,53,96.0,9.0,10.0,10.0,10.0,9.0,04_2021.csv,2021-04
29880549,20200000000000,2021-04-12,17943408,Harvey,10/7/2014,t,Ultimo,Sydney,Room in boutique hotel,Private room,2,178.0,t,30,8,98.0,10.0,10.0,10.0,10.0,9.0,04_2021.csv,2021-04
29880940,20200000000000,2021-04-12,218321838,Jorge,1/10/2018,f,Stanmore,Inner West,Entire apartment,Entire home/apt,2,74.0,t,3,8,93.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29881032,20200000000000,2021-04-10,218321838,Jorge,1/10/2018,f,Stanmore,Inner West,Entire apartment,Entire home/apt,2,150.0,t,0,5,84.0,9.0,9.0,9.0,10.0,8.0,04_2021.csv,2021-04
29881112,20200000000000,2021-04-13,218321838,Jorge,1/10/2018,f,Stanmore,Inner West,Entire apartment,Entire home/apt,2,150.0,t,0,10,94.0,10.0,10.0,10.0,10.0,9.0,04_2021.csv,2021-04
29881195,20200000000000,2021-04-13,108774829,Yan,27/12/2016,f,,Georges River,Private room in house,Private room,2,45.0,t,0,8,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29881300,20200000000000,2021-04-12,218321838,Jorge,1/10/2018,f,Stanmore,Inner West,Entire apartment,Entire home/apt,2,124.0,t,0,4,90.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29882917,20200000000000,2021-04-10,224738704,Jorge,7/11/2018,f,,Sydney,Entire apartment,Entire home/apt,1,99.0,t,0,12,93.0,10.0,9.0,9.0,10.0,10.0,04_2021.csv,2021-04
29883046,20200000000000,2021-04-10,41348188,Natasha,13/8/2015,f,Potts Point,Sydney,Entire apartment,Entire home/apt,2,214.0,t,0,0,,,,,,,04_2021.csv,2021-04
29883053,20200000000000,2021-04-13,224230679,Chamaiporn,4/11/2018,f,,Sydney,Entire place,Entire home/apt,6,210.0,t,0,1,80.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29883492,20200000000000,2021-04-10,224727420,Thanh,7/11/2018,f,Redfern,Sydney,Entire apartment,Entire home/apt,4,140.0,t,0,1,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29883891,20200000000000,2021-04-10,35877933,Mohamad,15/6/2015,f,,Hornsby,Private room in apartment,Private room,2,50.0,t,0,12,92.0,10.0,9.0,10.0,10.0,10.0,04_2021.csv,2021-04
29884214,20200000000000,2021-04-10,218321838,Jorge,1/10/2018,f,Stanmore,Inner West,Entire apartment,Entire home/apt,2,100.0,t,0,12,87.0,10.0,9.0,10.0,9.0,9.0,04_2021.csv,2021-04
29884702,20200000000000,2021-04-12,97088150,Melissa,28/9/2016,f,,Northern Beaches,Entire condominium,Entire home/apt,2,180.0,t,11,0,,,,,,,04_2021.csv,2021-04
29884753,20200000000000,2021-04-13,3046924,Contemporary Hotels,24/7/2012,t,Darlinghurst,Sydney,Entire apartment,Entire home/apt,4,343.0,t,0,15,99.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29884835,20200000000000,2021-04-10,10840484,Margy,27/12/2013,t,,Northern Beaches,Entire house,Entire home/apt,6,490.0,t,0,9,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29885356,20200000000000,2021-04-10,82035064,Duncan,6/7/2016,f,Surry Hills,Sydney,Entire apartment,Entire home/apt,2,97.0,t,0,9,88.0,10.0,9.0,10.0,10.0,10.0,04_2021.csv,2021-04
29885770,20200000000000,2021-04-13,224742160,Deb,7/11/2018,t,,Northern Beaches,Entire cottage,Entire home/apt,2,90.0,t,0,11,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29886424,20200000000000,2021-04-10,10753904,Elizabeth,22/12/2013,f,Surry Hills,Sydney,Entire apartment,Entire home/apt,3,163.0,t,0,7,97.0,10.0,10.0,8.0,9.0,10.0,04_2021.csv,2021-04
29886497,20200000000000,2021-04-10,23722151,Kym,13/11/2014,f,,Waverley,Entire house,Entire home/apt,7,513.0,t,3,5,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29886850,20200000000000,2021-04-13,67185321,Conrad   &   Wienda,14/4/2016,t,,The Hills Shire,Entire house,Entire home/apt,6,180.0,t,0,57,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29887164,20200000000000,2021-04-10,223760395,Armando,2/11/2018,t,Ultimo,Sydney,Entire apartment,Entire home/apt,5,85.0,t,0,10,92.0,10.0,9.0,10.0,10.0,10.0,04_2021.csv,2021-04
29887683,20200000000000,2021-04-10,41971342,Shweta,20/8/2015,f,Woolloomooloo,Sydney,Entire apartment,Entire home/apt,2,135.0,t,0,2,90.0,10.0,8.0,9.0,8.0,8.0,04_2021.csv,2021-04
29889515,20200000000000,2021-04-10,139736564,Linda,10/7/2017,f,Chatswood,Willoughby,Private room in apartment,Private room,2,80.0,t,0,0,,,,,,,04_2021.csv,2021-04
29892530,20200000000000,2021-04-10,174068206,John,18/2/2018,f,,Northern Beaches,Entire house,Entire home/apt,8,590.0,t,0,0,,,,,,,04_2021.csv,2021-04
29892663,20200000000000,2021-04-12,347608321,Calyn,25/5/2020,f,,North Sydney,Entire apartment,Entire home/apt,5,141.0,t,4,65,97.0,10.0,10.0,10.0,10.0,9.0,04_2021.csv,2021-04
29904101,20200000000000,2021-04-12,111637525,Daniel,15/1/2017,f,Tempe,Inner West,Private room in house,Private room,2,80.0,t,30,6,92.0,8.0,10.0,10.0,8.0,9.0,04_2021.csv,2021-04
29904712,20200000000000,2021-04-12,213483901,Kevin,4/9/2018,f,,Parramatta,Private room in apartment,Private room,1,76.0,t,23,0,,,,,,,04_2021.csv,2021-04
29905471,20200000000000,2021-04-10,227341,Jennifer,7/9/2010,f,Fairlight,Northern Beaches,Entire apartment,Entire home/apt,4,200.0,t,0,0,,,,,,,04_2021.csv,2021-04
29905605,20200000000000,2021-04-10,159933426,David,24/11/2017,f,Kingsford,Randwick,Private room in house,Private room,2,55.0,t,0,0,,,,,,,04_2021.csv,2021-04
29905957,20200000000000,2021-04-10,185245993,Seuli,19/4/2018,f,,Northern Beaches,Private room in house,Private room,2,40.0,t,0,31,97.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29906537,20200000000000,2021-04-12,283498077,Dom,6/8/2019,f,,Inner West,Entire house,Entire home/apt,2,112.0,t,3,87,95.0,10.0,9.0,10.0,10.0,9.0,04_2021.csv,2021-04
29907573,20200000000000,2021-04-10,35774198,,,,,Burwood,Private room in condominium,Private room,1,80.0,t,0,0,,,,,,,04_2021.csv,2021-04
29908038,20200000000000,2021-04-12,224888155,Patrick,8/11/2018,t,Redfern,Sydney,Entire apartment,Entire home/apt,2,195.0,t,21,30,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29909024,20200000000000,2021-04-12,113874,Bondi Beach Holiday Homes,26/4/2010,f,Bellevue Hill,Waverley,Entire loft,Entire home/apt,4,249.0,t,0,43,95.0,10.0,10.0,10.0,10.0,9.0,04_2021.csv,2021-04
29910485,20200000000000,2021-04-13,21507368,Ainsley&Co,19/9/2014,f,Woolloomooloo,Sydney,Private room in apartment,Private room,2,120.0,t,0,1,100.0,10.0,8.0,10.0,10.0,10.0,04_2021.csv,2021-04
29911888,20200000000000,2021-04-10,11583990,Shiki,23/1/2014,f,Bondi,Waverley,Private room in apartment,Private room,1,60.0,t,0,0,,,,,,,04_2021.csv,2021-04
29913450,20200000000000,2021-04-10,25562534,Catriona,3/1/2015,f,,Mosman,Entire house,Entire home/apt,8,1500.0,t,0,1,100.0,10.0,8.0,10.0,10.0,10.0,04_2021.csv,2021-04
29914150,20200000000000,2021-04-10,63678033,Megan,20/3/2016,f,Double Bay,Woollahra,Private room in apartment,Private room,2,81.0,t,0,2,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29915818,20200000000000,2021-04-12,96418641,Stacey,23/9/2016,f,Sydney,Sydney,Private room in apartment,Private room,1,179.0,t,29,0,,,,,,,04_2021.csv,2021-04
29924882,20200000000000,2021-04-13,43245487,Trevor,3/9/2015,f,Darlinghurst,Sydney,Entire house,Entire home/apt,8,790.0,t,18,5,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29926254,20200000000000,2021-04-10,5886967,Joshua,11/4/2013,f,Bondi Beach,Waverley,Entire apartment,Entire home/apt,6,800.0,t,0,2,100.0,10.0,10.0,10.0,10.0,9.0,04_2021.csv,2021-04
29926362,20200000000000,2021-04-12,64868986,Hannah,29/3/2016,f,Belmore,Canterbury-Bankstown,Private room in house,Private room,1,35.0,t,30,1,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29926608,20200000000000,2021-04-10,82503224,Hannah,8/7/2016,f,,Randwick,Entire apartment,Entire home/apt,2,95.0,t,0,0,,,,,,,04_2021.csv,2021-04
29927074,20200000000000,2021-04-10,139789430,Hollie,11/7/2017,f,Manly,Northern Beaches,Entire apartment,Entire home/apt,4,375.0,t,0,1,80.0,10.0,6.0,10.0,10.0,10.0,04_2021.csv,2021-04
29928144,20200000000000,2021-04-10,225018385,Amelia,9/11/2018,f,,Randwick,Entire apartment,Entire home/apt,4,120.0,t,0,2,80.0,8.0,9.0,10.0,10.0,9.0,04_2021.csv,2021-04
29928349,20200000000000,2021-04-10,23096572,Alex,29/10/2014,f,,Waverley,Entire house,Entire home/apt,7,450.0,t,0,4,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29928818,20200000000000,2021-04-13,39648097,Ricardo,26/7/2015,f,Woollahra,Woollahra,Entire apartment,Entire home/apt,2,95.0,t,0,2,100.0,10.0,9.0,10.0,10.0,10.0,04_2021.csv,2021-04
29928992,20200000000000,2021-04-10,225028987,Richard,9/11/2018,f,,Waverley,Entire apartment,Entire home/apt,2,150.0,t,0,1,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29929399,20200000000000,2021-04-10,166953324,Estelle,10/1/2018,f,North Bondi,Waverley,Entire apartment,Entire home/apt,6,159.0,t,0,2,100.0,10.0,10.0,10.0,10.0,9.0,04_2021.csv,2021-04
29929799,20200000000000,2021-04-10,113306663,Anna,25/1/2017,f,North Bondi,Waverley,Entire apartment,Entire home/apt,2,220.0,t,0,1,100.0,10.0,8.0,10.0,10.0,10.0,04_2021.csv,2021-04
29930010,20200000000000,2021-04-12,225035232,Vanessa,9/11/2018,f,Avalon Beach,Northern Beaches,Entire house,Entire home/apt,8,2000.0,t,0,0,,,,,,,04_2021.csv,2021-04
29930051,20200000000000,2021-04-13,224746867,Jullia,8/11/2018,f,,Fairfield,Private room in house,Private room,2,50.0,t,0,2,80.0,8.0,6.0,8.0,10.0,10.0,04_2021.csv,2021-04
29931436,20200000000000,2021-04-10,9081903,Chris,27/9/2013,f,Manly,Northern Beaches,Entire apartment,Entire home/apt,2,250.0,t,0,1,100.0,10.0,10.0,10.0,10.0,6.0,04_2021.csv,2021-04
29932629,20200000000000,2021-04-12,29706184,Michael,20/3/2015,f,,Northern Beaches,Entire house,Entire home/apt,4,550.0,t,29,1,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29932806,20200000000000,2021-04-10,10752033,Kim,21/12/2013,t,Annandale,Inner West,Entire apartment,Entire home/apt,2,122.0,t,0,16,99.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29934299,20200000000000,2021-04-10,130344715,Ambrose,14/5/2017,f,Eastlakes,Bayside,Private room in apartment,Private room,1,40.0,t,0,3,100.0,10.0,9.0,10.0,10.0,10.0,04_2021.csv,2021-04
29935057,20200000000000,2021-04-12,108338389,Jai,24/12/2016,f,,Parramatta,Private room in bed and breakfast,Private room,2,399.0,t,30,0,,,,,,,04_2021.csv,2021-04
29943471,20200000000000,2021-04-13,225129683,Craig,10/11/2018,f,,Campbelltown,Entire house,Entire home/apt,1,75.0,t,0,1,,,,,,,04_2021.csv,2021-04
29944297,20200000000000,2021-04-12,9691120,James,28/10/2013,f,,Hunters Hill,Private room in island,Private room,4,950.0,t,30,0,,,,,,,04_2021.csv,2021-04
29944491,20200000000000,2021-04-10,225138483,Luis,10/11/2018,f,,Hornsby,Private room in apartment,Private room,1,40.0,t,0,5,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29944716,20200000000000,2021-04-10,157375081,Roisin,4/11/2017,f,,Waverley,Private room in house,Private room,2,150.0,t,0,3,100.0,10.0,10.0,10.0,10.0,10.0,04_2021.csv,2021-04
29944769,20200000000000,2021-04-10,641612,Chris,30/5/2011,f,Rose Bay,Woollahra,Entire house,Entire home/apt,5,395.0,t,0,0,,,,,,,04_2021.csv,2021-04
29944834,20200000000000,2021-04-10,21628599,Alan,22/9/2014,f,Ultimo,Sydney,Private room in townhouse,Private room,1,60.0,t,0,11,84.0,10.0,7.0,10.0,9.0,9.0,04_2021.csv,2021-04
29945343,20200000000000,2021-04-10,24256244,Pierre-Yves,28/11/2014,f,Mosman,Mosman,Entire apartment,Entire home/apt,4,300.0,t,0,2,90.0,9.0,9.0,9.0,9.0,8.0,04_2021.csv,2021-04
29945616,20200000000000,2021-04-10,152898958,Daniel,1/10/2017,f,,Randwick,Private room in house,Private room,2,50.0,t,0,0,,,,,,,04_2021.csv,2021-04
