listing_id,scrape_id,scraped_date,host_id,host_name,host_since,host_is_superhost,host_neighbourhood,listing_neighbourhood,property_type,room_type,accommodates,price,has_availability,availability_30,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_value,source_file,year_month
26957890,20200000000000,2020-08-21,64350506,Jay,24/3/2016,f,Glebe,Sydney,Entire apartment,Entire home/apt,3,120.0,t,11,61,83.0,9.0,9.0,9.0,9.0,9.0,08_2020.csv,2020-08
26958616,20200000000000,2020-08-22,24721253,Sally,11/12/2014,f,,Sutherland Shire,Entire apartment,Entire home/apt,4,191.0,t,0,4,100.0,10.0,10.0,10.0,10.0,9.0,08_2020.csv,2020-08
26958639,20200000000000,2020-08-21,15739069,The Apartment Service,19/5/2014,f,Sydney,North Sydney,Entire apartment,Entire home/apt,4,133.0,t,1,2,70.0,8.0,8.0,6.0,6.0,6.0,08_2020.csv,2020-08
26959057,20200000000000,2020-08-20,43400162,Ingrid,5/9/2015,f,Bronte,Waverley,Private room in apartment,Private room,2,40.0,t,0,4,90.0,9.0,9.0,10.0,10.0,10.0,08_2020.csv,2020-08
26960929,20200000000000,2020-08-21,283812868,Krystina,7/8/2019,f,,Sydney,Entire apartment,Entire home/apt,2,89.0,t,0,75,96.0,10.0,10.0,10.0,10.0,9.0,08_2020.csv,2020-08
26962882,20200000000000,2020-08-23,72751296,Chen,18/5/2016,f,North Bondi,Waverley,Entire apartment,Entire home/apt,4,50.0,t,23,0,,,,,,,08_2020.csv,2020-08
26963029,20200000000000,2020-08-20,11677519,Iwona,27/1/2014,f,,Willoughby,Entire apartment,Entire home/apt,3,125.0,t,0,12,97.0,10.0,10.0,10.0,10.0,10.0,08_2020.csv,2020-08
26963388,20200000000000,2020-08-20,135163255,Aaron,15/6/2017,f,Homebush,Strathfield,Private room in apartment,Private room,2,58.0,t,0,25,87.0,9.0,8.0,9.0,9.0,9.0,08_2020.csv,2020-08
26965375,20200000000000,2020-08-22,129672585,Baocheng,10/5/2017,t,,Bayside,Private room in apartment,Private room,2,47.0,t,0,75,95.0,10.0,9.0,10.0,10.0,10.0,08_2020.csv,2020-08
26966399,20200000000000,2020-08-21,2450066,Hotelesque,23/5/2012,f,Coogee,Randwick,Entire apartment,Entire home/apt,6,650.0,t,1,1,100.0,10.0,10.0,10.0,6.0,10.0,08_2020.csv,2020-08
26968904,20200000000000,2020-08-21,185276617,Margaret,20/4/2018,t,Millers Point,Sydney,Entire apartment,Entire home/apt,4,379.0,t,29,23,99.0,10.0,10.0,10.0,10.0,10.0,08_2020.csv,2020-08
26969706,20200000000000,2020-08-21,35541783,Lauren,11/6/2015,f,,Northern Beaches,Entire house,Entire home/apt,10,480.0,t,0,4,100.0,10.0,10.0,10.0,10.0,10.0,08_2020.csv,2020-08
26972100,20200000000000,2020-08-22,7033617,Belle,21/6/2013,t,,Hornsby,Entire house,Entire home/apt,2,470.0,t,0,31,100.0,10.0,10.0,10.0,10.0,10.0,08_2020.csv,2020-08
26992403,20200000000000,2020-08-21,2855698,David,7/7/2012,t,Surry Hills,Sydney,Private room in house,Private room,4,60.0,t,30,2,80.0,10.0,10.0,10.0,10.0,10.0,08_2020.csv,2020-08
26993998,20200000000000,2020-08-22,22514240,Alex,14/10/2014,f,Neutral Bay,North Sydney,Private room in house,Private room,2,45.0,t,0,24,90.0,9.0,9.0,10.0,10.0,9.0,08_2020.csv,2020-08
26996244,20200000000000,2020-08-20,51374055,Giselle,15/12/2015,f,,Sydney,Entire apartment,Entire home/apt,2,92.0,t,0,4,100.0,10.0,9.0,10.0,10.0,10.0,08_2020.csv,2020-08
26996571,20200000000000,2020-08-20,201709024,Ashleigh,12/7/2018,f,Surry Hills,Sydney,Entire apartment,Entire home/apt,2,100.0,t,0,11,80.0,9.0,9.0,9.0,9.0,8.0,08_2020.csv,2020-08
26996925,20200000000000,2020-08-23,198254494,영석,26/6/2018,f,,Burwood,Shared room in house,Shared room,2,80.0,t,30,2,20.0,2.0,6.0,2.0,10.0,2.0,08_2020.csv,2020-08
26998554,20200000000000,2020-08-21,127334646,Dini,24/4/2017,t,Stanmore,Inner West,Entire apartment,Entire home/apt,3,119.0,t,27,80,99.0,10.0,10.0,10.0,10.0,10.0,08_2020.csv,2020-08
26999046,20200000000000,2020-08-22,24721535,Beach Stays Australia,11/12/2014,t,Palm Beach,Northern Beaches,Entire house,Entire home/apt,4,550.0,t,0,1,100.0,8.0,8.0,8.0,8.0,8.0,08_2020.csv,2020-08
26999131,20200000000000,2020-08-20,7165648,Anders,28/6/2013,f,Overseas,Waverley,Private room in townhouse,Private room,2,95.0,t,0,5,96.0,10.0,10.0,10.0,10.0,9.0,08_2020.csv,2020-08
27000655,20200000000000,2020-08-22,41431897,Melanie,14/8/2015,f,,Northern Beaches,Entire house,Entire home/apt,3,290.0,t,27,4,100.0,10.0,10.0,10.0,10.0,10.0,08_2020.csv,2020-08
27002367,20200000000000,2020-08-21,14138978,Prestige Property Agency,10/4/2014,f,North Sydney,Sydney,Entire apartment,Entire home/apt,2,200.0,t,0,12,97.0,10.0,9.0,10.0,10.0,10.0,08_2020.csv,2020-08
27003343,20200000000000,2020-08-23,17045038,Douglas,20/6/2014,f,,Inner West,Private room in townhouse,Private room,2,70.0,t,0,1,,,,,,,08_2020.csv,2020-08
27003618,20200000000000,2020-08-20,201709024,Ashleigh,12/7/2018,f,Surry Hills,Sydney,Entire apartment,Entire home/apt,2,100.0,t,0,3,87.0,10.0,10.0,9.0,9.0,9.0,08_2020.csv,2020-08
27004844,20200000000000,2020-08-20,17357558,Kenny,28/6/2014,f,,Waverley,Entire apartment,Entire home/apt,2,90.0,t,0,8,88.0,10.0,9.0,10.0,10.0,10.0,08_2020.csv,2020-08
27006078,20200000000000,2020-08-21,3005894,Georgie. K,21/7/2012,t,Waterloo,Sydney,Entire apartment,Entire home/apt,2,80.0,t,0,82,99.0,10.0,10.0,10.0,10.0,10.0,08_2020.csv,2020-08
