listing_id,scrape_id,scraped_date,host_id,host_name,host_since,host_is_superhost,host_neighbourhood,listing_neighbourhood,property_type,room_type,accommodates,price,has_availability,availability_30,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_value,source_file,year_month
37660382,20200000000000,2020-06-11,124972809,Xiaofu,9/4/2017,f,Chatswood,Willoughby,Apartment,Shared room,1,200.0,t,0,0,,,,,,,06_2020.csv,2020-06
37660804,20200000000000,2020-06-11,2505759,Dean,30/5/2012,t,North Sydney,North Sydney,Cottage,Entire home/apt,4,84.0,t,0,10,100.0,10.0,9.0,10.0,10.0,10.0,06_2020.csv,2020-06
37661446,20200000000000,2020-06-12,124972809,Xiaofu,9/4/2017,f,Chatswood,Willoughby,Apartment,Shared room,1,59.0,t,21,0,,,,,,,06_2020.csv,2020-06
37662001,20200000000000,2020-06-12,279514563,Coco,26/7/2019,f,,Parramatta,Serviced apartment,Hotel room,2,85.0,t,0,11,93.0,9.0,9.0,10.0,10.0,9.0,06_2020.csv,2020-06
37662325,20200000000000,2020-06-11,6221190,Alexandra,4/5/2013,f,Bellevue Hill,Woollahra,Apartment,Entire home/apt,2,124.0,t,1,16,99.0,10.0,10.0,10.0,10.0,9.0,06_2020.csv,2020-06
37662356,20200000000000,2020-06-11,282633859,Alexandra,4/8/2019,f,Seaforth,Northern Beaches,House,Entire home/apt,6,799.0,t,0,0,,,,,,,06_2020.csv,2020-06
37663255,20200000000000,2020-06-11,23582276,Rosie,10/11/2014,f,,Northern Beaches,Apartment,Entire home/apt,2,120.0,t,0,1,,,,,,,06_2020.csv,2020-06
37663457,20200000000000,2020-06-12,134443418,Kris,10/6/2017,f,,North Sydney,House,Private room,2,56.0,t,0,0,,,,,,,06_2020.csv,2020-06
37664619,20200000000000,2020-06-12,116687151,Max,16/2/2017,f,Chatswood,Willoughby,Apartment,Entire home/apt,5,198.0,t,30,7,91.0,10.0,9.0,10.0,10.0,9.0,06_2020.csv,2020-06
37664626,20200000000000,2020-06-11,8066737,Michael,10/8/2013,f,Potts Point,Sydney,Apartment,Entire home/apt,2,120.0,t,0,1,100.0,10.0,10.0,10.0,10.0,10.0,06_2020.csv,2020-06
37665021,20200000000000,2020-06-12,10132237,Louise,19/11/2013,t,Greenwich,Lane Cove,House,Entire home/apt,5,400.0,t,30,0,,,,,,,06_2020.csv,2020-06
37665220,20200000000000,2020-06-11,23927811,Ash,19/11/2014,f,,Sydney,Apartment,Entire home/apt,2,104.0,t,0,5,100.0,10.0,10.0,10.0,9.0,10.0,06_2020.csv,2020-06
37666079,20200000000000,2020-06-12,83793128,Tracy,14/7/2016,f,,Northern Beaches,House,Private room,1,120.0,t,29,7,100.0,10.0,10.0,10.0,10.0,10.0,06_2020.csv,2020-06
37668469,20200000000000,2020-06-11,21109833,Timothy,9/9/2014,f,Kingsford,Sydney,Guest suite,Entire home/apt,1,56.0,t,0,1,100.0,10.0,10.0,10.0,10.0,10.0,06_2020.csv,2020-06
37669105,20200000000000,2020-06-12,50152386,Michelle,29/11/2015,f,,Sutherland Shire,Guest suite,Entire home/apt,2,130.0,t,29,0,,,,,,,06_2020.csv,2020-06
37669232,20200000000000,2020-06-11,263613286,Robert And Christine,23/5/2019,f,,Northern Beaches,Bungalow,Entire home/apt,3,124.0,t,0,0,,,,,,,06_2020.csv,2020-06
37669703,20200000000000,2020-06-11,150882451,Mina,16/9/2017,f,Paddington,Sydney,House,Private room,1,53.0,t,29,2,100.0,10.0,10.0,10.0,10.0,10.0,06_2020.csv,2020-06
