listing_id,scrape_id,scraped_date,host_id,host_name,host_since,host_is_superhost,host_neighbourhood,listing_neighbourhood,property_type,room_type,accommodates,price,has_availability,availability_30,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_value,source_file,year_month
69956,20210100000000,2021-01-14,352614,Ben,18/1/2011,t,Bardwell Valley,Bayside,Entire guest suite,Entire home/apt,4,99.0,t,11,43,97.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
71866,20210100000000,2021-01-13,292913,Maz,20/11/2010,f,Randwick,Randwick,Entire apartment,Entire home/apt,4,264.0,t,0,7,80.0,10.0,9.0,10.0,9.0,8.0,01_2021.csv,2021-01
73628,20210100000000,2021-01-14,385108,Dan,10/2/2011,f,Bondi Beach,Woollahra,Private room in apartment,Private room,2,71.0,t,0,8,95.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
73639,20210100000000,2021-01-14,17061,Stuart,14/5/2009,f,Pyrmont,Sydney,Private room in townhouse,Private room,2,14315.0,t,0,386,96.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
75702,20210100000000,2021-01-12,402292,Helen,21/2/2011,t,Malabar,Randwick,Entire apartment,Entire home/apt,2,133.0,t,0,277,99.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
79624,20210100000000,2021-01-13,429171,Jude,7/3/2011,f,Neutral Bay,North Sydney,Private room in house,Private room,1,75.0,t,1,93,99.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
80470,20210100000000,2021-01-12,434914,James,10/3/2011,f,Neutral Bay,North Sydney,Entire townhouse,Entire home/apt,5,400.0,t,30,6,100.0,10.0,9.0,10.0,9.0,10.0,01_2021.csv,2021-01
86853,20210100000000,2021-01-14,476047,Ann,31/3/2011,t,Bondi,Waverley,Entire apartment,Entire home/apt,4,196.0,t,29,117,92.0,9.0,9.0,10.0,9.0,9.0,01_2021.csv,2021-01
87709,20210100000000,2021-01-13,480315,Marianne,3/4/2011,f,,Northern Beaches,Private room in house,Private room,1,70.0,t,0,30,99.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
103273,20210100000000,2021-01-14,172878,Christopher,19/7/2010,f,North Bondi,Waverley,Entire apartment,Entire home/apt,4,247.0,t,15,65,90.0,9.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
105938,20210100000000,2021-01-10,549372,Susanne,1/5/2011,t,,Northern Beaches,Entire house,Entire home/apt,4,293.0,t,1,12,100.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
118658,20210100000000,2021-01-14,599232,James,18/5/2011,f,North Bondi,Waverley,Entire apartment,Entire home/apt,4,225.0,t,30,5,87.0,9.0,9.0,8.0,8.0,8.0,01_2021.csv,2021-01
130970,20210100000000,2021-01-14,644516,Mel,30/5/2011,t,Redfern,Sydney,Private room in townhouse,Private room,2,66.0,t,1,344,97.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
132194,20210100000000,2021-01-13,640406,Jared,29/5/2011,f,,The Hills Shire,Private room in house,Private room,1,90.0,t,30,0,,,,,,,01_2021.csv,2021-01
143280,20210100000000,2021-01-14,695349,Family Team -,13/6/2011,t,,Northern Beaches,Entire house,Entire home/apt,7,240.0,t,0,33,93.0,9.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
153444,20210100000000,2021-01-12,733574,Tobias,22/6/2011,f,Potts Point,Sydney,Entire apartment,Entire home/apt,2,80.0,t,0,221,95.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
166468,20210100000000,2021-01-12,519216,Godelieve,18/4/2011,f,,Northern Beaches,Private room in apartment,Private room,1,158.0,t,29,18,89.0,9.0,9.0,9.0,9.0,9.0,01_2021.csv,2021-01
196157,20210100000000,2021-01-14,954713,Gill,11/8/2011,t,,Northern Beaches,Private room in house,Private room,2,55.0,t,5,46,96.0,10.0,9.0,10.0,10.0,10.0,01_2021.csv,2021-01
196170,20210100000000,2021-01-12,954703,Diana & Lorenzo,11/8/2011,f,Bondi,Waverley,Entire apartment,Entire home/apt,2,102.0,t,0,7,97.0,10.0,10.0,10.0,10.0,9.0,01_2021.csv,2021-01
199043,20210100000000,2021-01-10,972136,Marty,15/8/2011,f,Rosebery,Sydney,Private room in apartment,Private room,2,74.0,t,29,71,96.0,9.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
199669,20210100000000,2021-01-13,975349,Susie,15/8/2011,t,Bondi Beach,Waverley,Entire house,Entire home/apt,5,295.0,t,0,6,96.0,10.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
200868,20210100000000,2021-01-14,972136,Marty,15/8/2011,f,Rosebery,Randwick,Private room in apartment,Private room,2,67.0,t,0,60,94.0,9.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
210439,20210100000000,2021-01-13,519412,Sarah,18/4/2011,f,Randwick,Sydney,Entire apartment,Entire home/apt,2,110.0,t,0,19,96.0,10.0,9.0,9.0,10.0,9.0,01_2021.csv,2021-01
219030,20210100000000,2021-01-13,490291,Ingrid,6/4/2011,f,Bondi,Waverley,Entire apartment,Entire home/apt,6,379.0,t,0,81,87.0,9.0,8.0,10.0,9.0,9.0,01_2021.csv,2021-01
225478,20210100000000,2021-01-14,1174760,Christian,18/9/2011,f,,Sutherland Shire,Entire house,Entire home/apt,6,580.0,t,0,13,95.0,10.0,10.0,10.0,10.0,9.0,01_2021.csv,2021-01
226202,20210100000000,2021-01-12,324467,Greg,21/12/2010,f,Coogee,Randwick,Entire apartment,Entire home/apt,4,129.0,t,0,2,90.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
230108,20210100000000,2021-01-13,695202,Donny,13/6/2011,f,,Northern Beaches,Entire apartment,Entire home/apt,4,120.0,t,1,4,80.0,9.0,7.0,9.0,10.0,9.0,01_2021.csv,2021-01
232188,20210100000000,2021-01-12,695349,Family Team -,13/6/2011,t,,Northern Beaches,Entire house,Entire home/apt,8,300.0,t,11,128,97.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
232782,20210100000000,2021-01-14,1012161,Kirsteen,23/8/2011,f,Redfern,Sydney,Entire loft,Entire home/apt,4,110.0,t,0,21,92.0,9.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
236590,20210100000000,2021-01-12,1240169,Margaret,3/10/2011,f,,Blacktown,Entire apartment,Entire home/apt,2,120.0,t,0,32,98.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
249158,20210100000000,2021-01-13,1305383,MadeComfy,18/10/2011,f,Ultimo,Sydney,Entire apartment,Entire home/apt,2,158.0,t,1,97,91.0,9.0,9.0,9.0,9.0,9.0,01_2021.csv,2021-01
249998,20210100000000,2021-01-11,1310233,Stefanie,19/10/2011,f,Bondi Junction,Waverley,Entire apartment,Entire home/apt,4,250.0,t,0,14,100.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
250821,20210100000000,2021-01-11,299170,Eilish,25/11/2010,t,Bondi Beach,Waverley,Entire apartment,Entire home/apt,2,180.0,t,0,3,90.0,9.0,9.0,9.0,10.0,8.0,01_2021.csv,2021-01
252427,20210100000000,2021-01-12,1214840,Jenni,27/9/2011,f,Coogee,Randwick,Entire apartment,Entire home/apt,2,130.0,t,0,12,98.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
255059,20210100000000,2021-01-12,1340280,Sally,27/10/2011,f,Newtown,Inner West,Entire house,Entire home/apt,8,337.0,t,28,15,98.0,10.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
255090,20210100000000,2021-01-11,1340540,Tommy,27/10/2011,f,Darling Point,Woollahra,Entire apartment,Entire home/apt,3,75.0,t,0,17,82.0,8.0,8.0,9.0,9.0,8.0,01_2021.csv,2021-01
257847,20210100000000,2021-01-12,1356919,Laelie,31/10/2011,f,,Sutherland Shire,Entire house,Entire home/apt,6,325.0,t,14,26,98.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
259857,20210100000000,2021-01-14,673365,Marie,7/6/2011,t,Camperdown,Inner West,Private room in house,Private room,2,110.0,t,0,158,97.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
264513,20210100000000,2021-01-13,1387801,Kristin,9/11/2011,f,Willoughby,Willoughby,Entire house,Entire home/apt,9,800.0,t,1,33,93.0,9.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
264925,20210100000000,2021-01-14,1389838,Sophie & Todd,9/11/2011,f,North Bondi,Waverley,Entire apartment,Entire home/apt,6,600.0,t,0,10,95.0,9.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
271182,20210100000000,2021-01-14,140484,Bronwyn,8/6/2010,f,Newtown,Sydney,Entire loft,Entire home/apt,4,130.0,t,0,40,100.0,10.0,9.0,10.0,10.0,10.0,01_2021.csv,2021-01
273477,20210100000000,2021-01-11,1427173,Liora,20/11/2011,f,North Bondi,Waverley,Entire house,Entire home/apt,6,385.0,t,30,1,100.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
273673,20210100000000,2021-01-14,1431845,Sebastien,22/11/2011,f,Maroubra,Randwick,Private room in house,Private room,1,131.0,t,30,0,,,,,,,01_2021.csv,2021-01
275607,20210100000000,2021-01-11,1440732,Jacqui,25/11/2011,f,Bondi,Waverley,Entire apartment,Entire home/apt,4,450.0,t,11,13,92.0,10.0,10.0,10.0,10.0,9.0,01_2021.csv,2021-01
275625,20210100000000,2021-01-12,1440754,Lynda,25/11/2011,f,Randwick,Randwick,Private room in condominium,Private room,2,75.0,t,1,52,97.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
276617,20210100000000,2021-01-14,1261500,Hugh,7/10/2011,t,Potts Point,Sydney,Entire apartment,Entire home/apt,4,123.0,t,0,276,95.0,10.0,10.0,10.0,10.0,9.0,01_2021.csv,2021-01
283378,20210100000000,2021-01-13,1475640,Joe,5/12/2011,f,Darlinghurst,Sydney,Private room in apartment,Private room,2,275.0,t,0,0,,,,,,,01_2021.csv,2021-01
286949,20210100000000,2021-01-14,1493019,Adrian,11/12/2011,f,Dover Heights,Waverley,Entire house,Entire home/apt,4,278.0,t,0,2,100.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
288305,20210100000000,2021-01-12,1499005,Malou,12/12/2011,f,Sydney,Blacktown,Private room in house,Private room,4,45.0,t,23,17,91.0,9.0,9.0,9.0,9.0,9.0,01_2021.csv,2021-01
288359,20210100000000,2021-01-12,1499246,Coleen,12/12/2011,f,Newtown,Inner West,Private room in house,Private room,2,90.0,t,2,47,96.0,10.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
288671,20210100000000,2021-01-13,241834,Sonke,21/9/2010,f,Darlinghurst,Sydney,Entire loft,Entire home/apt,2,220.0,t,29,27,96.0,10.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
290146,20210100000000,2021-01-11,113874,Bondi Beach Holiday Homes,26/4/2010,f,Bellevue Hill,Woollahra,Entire apartment,Entire home/apt,6,233.0,t,26,27,91.0,10.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
290929,20210100000000,2021-01-12,1508328,Edwina,15/12/2011,f,Paddington,Woollahra,Entire apartment,Entire home/apt,4,240.0,t,0,6,97.0,10.0,9.0,10.0,9.0,9.0,01_2021.csv,2021-01
291782,20210100000000,2021-01-11,107189,Gab,12/4/2010,f,Bondi Junction,Waverley,Private room in house,Private room,1,63.0,t,0,6,93.0,10.0,8.0,10.0,10.0,10.0,01_2021.csv,2021-01
293951,20210100000000,2021-01-14,1520375,Carrie,20/12/2011,f,Bondi Beach,Waverley,Entire apartment,Entire home/apt,2,249.0,t,0,1,100.0,10.0,8.0,10.0,10.0,6.0,01_2021.csv,2021-01
299749,20210100000000,2021-01-12,1544990,Lucy,28/12/2011,f,Balgowlah,Northern Beaches,Entire apartment,Entire home/apt,2,120.0,t,0,7,94.0,9.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
318591,20210100000000,2021-01-11,1634967,Kathy,21/1/2012,f,Glebe,Sydney,Entire house,Entire home/apt,6,300.0,t,0,71,96.0,10.0,9.0,10.0,10.0,10.0,01_2021.csv,2021-01
324918,20210100000000,2021-01-13,1596898,Gretchen,11/1/2012,f,Erskineville,Sydney,Entire house,Entire home/apt,6,50.0,t,0,6,92.0,10.0,10.0,10.0,10.0,9.0,01_2021.csv,2021-01
326040,20210100000000,2021-01-14,299170,Eilish,25/11/2010,t,Bondi Beach,Waverley,Private room in apartment,Private room,2,125.0,t,0,4,80.0,7.0,9.0,9.0,9.0,7.0,01_2021.csv,2021-01
329096,20210100000000,2021-01-13,1437903,Ruth,23/11/2011,f,Newtown,Inner West,Entire house,Entire home/apt,5,200.0,t,0,1,100.0,,,,,,01_2021.csv,2021-01
330547,20210100000000,2021-01-13,1686302,Pierre,1/2/2012,f,Drummoyne,Canada Bay,Private room in house,Private room,2,55.0,t,1,36,91.0,9.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
340563,20210100000000,2021-01-14,1727971,Gregory,9/2/2012,f,Wollstonecraft,North Sydney,Private room in apartment,Private room,1,119.0,t,30,8,97.0,10.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
348891,20210100000000,2021-01-11,201611,Deborah,14/8/2010,t,Bondi Beach,Waverley,Entire apartment,Entire home/apt,2,142.0,t,0,34,95.0,10.0,10.0,10.0,10.0,9.0,01_2021.csv,2021-01
352147,20210100000000,2021-01-13,1783493,Michelle,20/2/2012,f,,The Hills Shire,Private room in apartment,Private room,2,80.0,t,1,22,98.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
360141,20210100000000,2021-01-13,1821747,Scott,27/2/2012,t,Marrickville,Inner West,Entire guest suite,Entire home/apt,2,90.0,t,0,159,98.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
361899,20210100000000,2021-01-13,1829259,Martha,29/2/2012,t,,Hornsby,Private room in house,Private room,2,75.0,t,1,36,97.0,10.0,9.0,10.0,10.0,10.0,01_2021.csv,2021-01
361912,20210100000000,2021-01-10,1829259,Martha,29/2/2012,t,,Hornsby,Private room in house,Private room,2,80.0,t,12,10,96.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
363237,20210100000000,2021-01-13,1835730,Mina,1/3/2012,f,Summer Hill,Inner West,Entire apartment,Entire home/apt,2,85.0,t,0,3,93.0,10.0,10.0,10.0,10.0,9.0,01_2021.csv,2021-01
363282,20210100000000,2021-01-14,1835060,Sarah,1/3/2012,t,Potts Point,Sydney,Entire apartment,Entire home/apt,3,264.0,t,0,74,97.0,10.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
365953,20210100000000,2021-01-10,1827246,Jen,28/2/2012,f,Mosman,Mosman,Private room in apartment,Private room,2,145.0,t,23,6,93.0,10.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
366856,20210100000000,2021-01-14,1852102,Ann And Mad,3/3/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,2,132.0,t,30,128,89.0,9.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
366857,20210100000000,2021-01-12,1852102,Ann And Mad,3/3/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,2,155.0,t,1,107,91.0,9.0,9.0,10.0,9.0,9.0,01_2021.csv,2021-01
368264,20210100000000,2021-01-12,1859383,Jelle,4/3/2012,f,Randwick,Randwick,Entire apartment,Entire home/apt,3,80.0,t,1,0,,,,,,,01_2021.csv,2021-01
368282,20210100000000,2021-01-12,1859504,Deborah,5/3/2012,f,Dulwich Hill,Inner West,Entire house,Entire home/apt,6,290.0,t,0,6,100.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
368513,20210100000000,2021-01-10,1860248,Vic And  Lori,5/3/2012,f,Blakehurst,Georges River,Entire apartment,Entire home/apt,4,167.0,t,30,45,96.0,10.0,10.0,10.0,10.0,9.0,01_2021.csv,2021-01
374069,20210100000000,2021-01-13,1882142,Paul,8/3/2012,t,Chippendale,Sydney,Private room in apartment,Private room,2,120.0,t,30,159,98.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
377711,20210100000000,2021-01-13,1114596,Matthew,5/9/2011,f,Randwick,Randwick,Entire apartment,Entire home/apt,2,98.0,t,0,2,100.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
379498,20210100000000,2021-01-12,1817516,Micky,27/2/2012,f,Surry Hills,Sydney,Entire townhouse,Entire home/apt,4,284.0,t,23,44,93.0,9.0,9.0,10.0,9.0,9.0,01_2021.csv,2021-01
381091,20210100000000,2021-01-14,1905189,Michael,11/3/2012,t,Surry Hills,Sydney,Entire apartment,Entire home/apt,2,149.0,t,0,350,98.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
386997,20210100000000,2021-01-14,1936434,Thais,16/3/2012,t,Chippendale,Sydney,Entire apartment,Entire home/apt,4,100.0,t,8,180,96.0,10.0,10.0,10.0,10.0,9.0,01_2021.csv,2021-01
397905,20210100000000,2021-01-12,1987029,Janice,22/3/2012,f,North Bondi,Waverley,Private room in condominium,Private room,2,50.0,t,0,8,98.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
403909,20210100000000,2021-01-12,2013669,Claire,26/3/2012,f,Paddington,Woollahra,Private room in house,Private room,1,75.0,t,0,1,80.0,4.0,10.0,10.0,10.0,8.0,01_2021.csv,2021-01
405375,20210100000000,2021-01-13,2020220,Mark,27/3/2012,f,Stanmore,Inner West,Entire bungalow,Entire home/apt,4,180.0,t,27,29,95.0,10.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
408200,20210100000000,2021-01-13,1499005,Malou,12/12/2011,f,Sydney,Blacktown,Private room in house,Private room,4,50.0,t,30,23,95.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
408202,20210100000000,2021-01-13,1499005,Malou,12/12/2011,f,Sydney,Blacktown,Private room in house,Private room,6,45.0,t,30,13,98.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
408330,20210100000000,2021-01-14,1911628,Cathy,12/3/2012,t,Bondi Beach,Waverley,Entire apartment,Entire home/apt,6,379.0,t,30,90,94.0,10.0,9.0,10.0,10.0,10.0,01_2021.csv,2021-01
409800,20210100000000,2021-01-14,304907,Paul,30/11/2010,f,Paddington,Woollahra,Entire apartment,Entire home/apt,2,70.0,t,0,2,90.0,9.0,7.0,10.0,10.0,9.0,01_2021.csv,2021-01
410073,20210100000000,2021-01-13,2041405,Tabitha And Alastair,31/3/2012,t,Woolloomooloo,Sydney,Entire apartment,Entire home/apt,3,144.0,t,2,210,94.0,10.0,10.0,10.0,10.0,9.0,01_2021.csv,2021-01
411828,20210100000000,2021-01-12,1391360,David,10/11/2011,f,,Willoughby,Private room in guesthouse,Private room,2,75.0,t,30,104,94.0,9.0,10.0,10.0,10.0,9.0,01_2021.csv,2021-01
413968,20210100000000,2021-01-13,2059690,Deyaco,3/4/2012,f,,Parramatta,Private room in townhouse,Private room,2,71.0,t,23,0,,,,,,,01_2021.csv,2021-01
418136,20210100000000,2021-01-12,2079008,Jenny,5/4/2012,t,,Northern Beaches,Entire guest suite,Entire home/apt,4,95.0,t,0,52,93.0,9.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
421997,20210100000000,2021-01-12,2098455,Leigh & Phillip,9/4/2012,t,,Northern Beaches,Entire guest suite,Entire home/apt,2,190.0,t,22,128,98.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
426879,20210100000000,2021-01-13,2122483,Anna,12/4/2012,t,Balmain,Inner West,Private room in house,Private room,2,90.0,t,0,149,98.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
429733,20210100000000,2021-01-13,606003,Jo,19/5/2011,f,Bellevue Hill,Woollahra,Entire apartment,Entire home/apt,2,150.0,t,0,1,80.0,8.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
430526,20210100000000,2021-01-14,2140264,Craig,14/4/2012,f,Clovelly,Randwick,Entire house,Entire home/apt,10,850.0,t,12,8,93.0,10.0,10.0,10.0,10.0,9.0,01_2021.csv,2021-01
431021,20210100000000,2021-01-12,2142752,Brett,15/4/2012,f,North Bondi,Waverley,Entire apartment,Entire home/apt,4,180.0,t,12,4,95.0,10.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
444772,20210100000000,2021-01-11,167693,Mandy,15/7/2010,f,Double Bay,Woollahra,Entire apartment,Entire home/apt,2,275.0,t,0,0,,,,,,,01_2021.csv,2021-01
446497,20210100000000,2021-01-12,2200681,Sarah,23/4/2012,f,Fairlight,Northern Beaches,Entire house,Entire home/apt,6,445.0,t,13,11,93.0,10.0,10.0,9.0,10.0,10.0,01_2021.csv,2021-01
446570,20210100000000,2021-01-11,2157195,Leonie,17/4/2012,t,Surry Hills,Sydney,Private room in townhouse,Private room,2,129.0,t,0,245,97.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
449750,20210100000000,2021-01-14,2157195,Leonie,17/4/2012,t,Surry Hills,Sydney,Private room in townhouse,Private room,2,78.0,t,0,331,97.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
450017,20210100000000,2021-01-13,2235120,Michael,27/4/2012,f,,Northern Beaches,Entire house,Entire home/apt,6,260.0,t,0,2,98.0,9.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
458203,20210100000000,2021-01-12,113874,Bondi Beach Holiday Homes,26/4/2010,f,Bellevue Hill,Waverley,Entire apartment,Entire home/apt,5,407.0,t,1,82,87.0,9.0,9.0,9.0,9.0,9.0,01_2021.csv,2021-01
460109,20210100000000,2021-01-11,2260791,Ursula,30/4/2012,f,Clovelly,Randwick,Entire apartment,Entire home/apt,2,85.0,t,0,15,93.0,9.0,9.0,10.0,10.0,10.0,01_2021.csv,2021-01
461984,20210100000000,2021-01-13,2296153,Jane,5/5/2012,f,Rosebery,Sydney,Private room in condominium,Private room,2,80.0,t,1,12,98.0,10.0,10.0,10.0,10.0,9.0,01_2021.csv,2021-01
463282,20210100000000,2021-01-14,2281364,Paul,3/5/2012,f,Coogee,Randwick,Entire apartment,Entire home/apt,2,400.0,t,0,0,,,,,,,01_2021.csv,2021-01
465977,20210100000000,2021-01-14,77867,Lindy,5/2/2010,f,Surry Hills,Sydney,Entire house,Entire home/apt,5,383.0,t,12,44,93.0,9.0,9.0,10.0,10.0,9.0,01_2021.csv,2021-01
466383,20210100000000,2021-01-14,2315641,John,7/5/2012,t,,Northern Beaches,Entire house,Entire home/apt,7,1214.0,t,0,3,100.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
470500,20210100000000,2021-01-11,2325533,Stafford & Monique,8/5/2012,f,Camperdown,Sydney,Entire apartment,Entire home/apt,4,117.0,t,0,5,90.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
471389,20210100000000,2021-01-13,490818,Craig,7/4/2011,t,Waterloo,Sydney,Private room in house,Private room,2,50.0,t,16,147,95.0,10.0,9.0,10.0,10.0,10.0,01_2021.csv,2021-01
472566,20210100000000,2021-01-12,2343880,Clive & Terese,10/5/2012,t,,Northern Beaches,Entire house,Entire home/apt,5,273.0,t,16,72,98.0,10.0,10.0,10.0,10.0,10.0,01_2021.csv,2021-01
475512,20210100000000,2021-01-11,2357596,Loretta,13/5/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,2,100.0,t,29,67,95.0,10.0,9.0,10.0,10.0,10.0,01_2021.csv,2021-01
475557,20210100000000,2021-01-14,788899,"Khalid, Felicity, Savi & Yasi",7/7/2011,f,Ultimo,Sydney,Entire house,Entire home/apt,7,400.0,t,0,70,97.0,10.0,9.0,10.0,10.0,10.0,01_2021.csv,2021-01
476032,20210100000000,2021-01-13,1739633,Peter,12/2/2012,t,Bondi Beach,Waverley,Entire apartment,Entire home/apt,2,80.0,t,0,61,94.0,10.0,10.0,10.0,10.0,9.0,01_2021.csv,2021-01
481472,20210100000000,2021-01-11,2384993,Sal,16/5/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,2,155.0,t,0,6,93.0,10.0,10.0,9.0,9.0,10.0,01_2021.csv,2021-01
491774,20210100000000,2021-01-13,2430529,Dagmar,21/5/2012,f,Bondi,Waverley,Entire apartment,Entire home/apt,4,250.0,t,0,3,80.0,10.0,8.0,10.0,10.0,8.0,01_2021.csv,2021-01
