host_id,host_name,host_is_superhost,host_neighbourhood,host_since
4759662,Jakki,False,Earlwood,2013-01-19
24647480,Jonathan,False,,2014-12-09
24648031,Alejandro,False,Bondi Beach,2014-12-09
24649937,Mary,False,Mosman,2014-12-09
10557686,Casey,False,Bondi Beach,2013-12-11
4682831,Terry,True,Lilyfield,2013-01-13
11930442,Karen,True,Darling Point,2014-02-04
24680331,Carly,False,Surry Hills,2014-12-10
24680481,Ronnie,False,Croydon Park,2014-12-10
16353572,Gabriel,False,Tamarama,2014-06-03
4636741,Misha,False,Woolloomooloo,2013-01-09
5658325,Adam,True,Manly,2013-03-27
7058694,Zac,False,Surry Hills,2013-06-23
5981683,Christophe,False,Edgecliff,2013-04-18
24711239,Andrew,False,Darlinghurst,2014-12-10
24712517,Nick,False,Woolloomooloo,2014-12-10
24678610,Simon,False,Maroubra,2014-12-09
22465223,Camilla,False,Elizabeth Bay,2014-10-13
4874938,Nikki,False,Bondi Beach,2013-01-28
16682682,Brooke,False,Greenwich,2014-06-11
3311750,Susie-Louise,False,Elizabeth Bay,2012-08-19
24745902,Partha,False,,2014-12-11
24747500,Anna,False,Neutral Bay,2014-12-11
12312118,Lijuan,False,Sydney,2014-02-17
5902330,Anne,False,Darlinghurst,2013-04-13
22184701,Chris,False,Bellevue Hill,2014-10-06
24752331,Mark,False,,2014-12-12
7174636,Amy,False,Sydney,2013-06-29
3070399,Petra,False,,2012-07-27
24758310,Barbora,False,,2014-12-12
11678497,Nadine,False,Alexandria,2014-01-27
4899091,Eugene,False,Randwick,2013-01-29
24652781,Corey,False,Woolloomooloo,2014-12-09
14180125,Suzanne,False,Malabar,2014-04-12
24778382,Paul,False,Summer Hill,2014-12-12
13205217,Marie,False,Cremorne,2014-03-16
24800000,Michelle And John,False,,2014-12-13
1448664,Shirin,False,Bondi Junction,2011-11-27
24804988,Daniel,False,Bondi,2014-12-13
24806134,Jeanine,False,,2014-12-13
24808613,Roberta,False,,2014-12-14
2026448,Ben,False,North Bondi,2012-03-28
8909411,Claire,False,Bondi,2013-09-18
2152192,Paula,False,Paddington,2012-04-16
24838266,Bruce,False,,2014-12-14
24841259,Karen,False,,2014-12-14
15665351,Sohi,False,Ashfield,2014-05-18
24804767,Katherine,False,Marrickville,2014-12-13
23682561,Ella,False,Fairlight,2014-11-13
21033027,Vanessa,False,Elizabeth Bay,2014-09-07
24848011,Matt/Renata,False,Annandale,2014-12-15
2505399,Krystle,False,,2012-05-30
10290396,Eoin,False,Waterloo,2013-11-27
24831780,Aline,False,,2014-12-14
24867471,Scott & Deborah,False,Lane Cove,2014-12-15
20090238,Stephanie,False,Elizabeth Bay,2014-08-15
67766,Dinny,False,Elizabeth Bay,2010-01-04
24877046,Charlotte,False,,2014-12-15
14247607,Damian,True,,2014-04-13
14247607,Damian,False,,2014-04-13
9273405,Robert,False,,2013-10-07
24885835,Morgan,False,,2014-12-16
6561975,Craig,False,Bronte,2013-05-24
22000911,Paula,False,Coogee,2014-10-01
24848792,Emily,False,Randwick,2014-12-15
24782423,Leigh,False,North Bondi,2014-12-13
23935077,Hana,True,North Bondi,2014-11-19
23935077,Hana,False,North Bondi,2014-11-19
24915829,Jane,False,Strathfield,2014-12-16
24917997,Gail,False,North Bondi,2014-12-16
24950215,Eugene,False,Manly,2014-12-17
5409864,Annie,False,,2013-03-11
5409864,,,,
24953175,Matt,False,Manly,2014-12-17
10418836,Rebecca,False,Bondi,2013-12-03
10418836,,,,
24683023,Emma,False,,2014-12-10
23996759,Claudio,False,,2014-11-21
24981601,Nicholas,False,Woolloomooloo,2014-12-18
7714858,Tim,False,Surry Hills,2013-07-25
20707103,Daena,False,Greenwich,2014-08-29
10117498,Roger,False,Darlinghurst,2013-11-19
24990401,Calvin,False,Surry Hills,2014-12-19
24992238,Natasha,False,Bondi Beach,2014-12-19
25011420,Carmel,False,Paddington,2014-12-19
25013489,Anna,True,Surry Hills,2014-12-19
25013242,Evan,False,Waverly,2014-12-19
13755220,Guy,True,Stanmore,2014-03-31
25020968,Ian,False,Bronte,2014-12-20
25038685,Arthur,False,Darlinghurst,2014-12-20
9079922,Hannah,False,,2013-09-26
3263723,Sarah,False,Darling Point,2012-08-14
25042842,Bradley,False,Darlinghurst,2014-12-20
25045329,Johanna,False,Potts Point,2014-12-21
25047534,Frith,False,,2014-12-21
25049833,Mione,False,,2014-12-21
25052309,Mary,False,Maroubra,2014-12-21
1334759,Penne,False,,2011-10-25
25072599,Laura,False,South Coogee,2014-12-21
25073661,Jill,False,Bondi,2014-12-21
25074696,Jon,False,Bondi Beach,2014-12-21
22785905,Varya,False,Randwick,2014-10-21
19825137,Justin,False,North Bondi,2014-08-11
25080358,Julie,True,Annandale,2014-12-22
25083029,Johan,False,,2014-12-22
25084951,Jeran,False,Bondi Beach,2014-12-22
20838007,Sarah,False,,2014-09-02
10814346,Jo,False,Glebe,2013-12-25
25086585,Vivien,False,Randwick,2014-12-22
22133356,Long,False,Redfern,2014-10-04
20783429,Amanda,False,,2014-08-31
24893654,Jason,False,Haymarket,2014-12-16
24420896,Anne,False,,2014-12-02
2337591,Amy,False,North Bondi,2012-05-10
4151742,Will,False,North Bondi,2012-11-14
25123504,Di,True,Sydney,2014-12-23
25124690,Caspin,False,Randwick,2014-12-23
25124308,Kane,False,,2014-12-23
25107348,Ozair,False,,2014-12-22
25143010,Jacqui,False,Neutral Bay,2014-12-23
9434571,Malte,False,,2013-10-15
9013007,Edward,False,Bondi Beach,2013-09-23
25177113,Marie,False,Cammeray,2014-12-25
24565440,Olivia,False,Kingsford,2014-12-07
18286636,Kristin,False,Seaforth,2014-07-17
25200182,Andrée,False,Rose Bay,2014-12-25
25202484,Chelsea,False,,2014-12-25
25206231,John,False,Greenwich,2014-12-26
1492875,Frederic,False,Manly,2011-12-11
25242617,Aaron,False,Potts Point,2014-12-26
22965205,Guy & Anie,False,,2014-10-25
4259210,Shelley,False,Ashfield,2012-11-27
25286285,Shelley,False,Waverly,2014-12-28
25044273,Nayara & Tim,False,Kensington,2014-12-20
25044273,,,,
18637781,Christopher,False,,2014-07-22
25321209,Xuemei,False,,2014-12-28
25321209,Xuemei,True,,2014-12-28
25325564,Nicholas,False,Wollstonecraft,2014-12-28
15876316,Louise,False,,2014-05-22
25328860,Megan,False,,2014-12-29
25335674,Jarmo,False,Manly,2014-12-29
24916388,Deya,False,Hurlstone Park,2014-12-16
25336153,Mireille,False,Darlinghurst,2014-12-29
4744330,Thomas,False,Bronte,2013-01-17
1559239,Lux,False,Newtown,2012-01-02
8874814,Hashmat,False,,2013-09-16
17341268,Erika,True,,2014-06-27
17341268,Erika,False,,2014-06-27
3223479,Vanessa,False,Summer Hill,2012-08-11
15753775,Lyle,False,Willoughby,2014-05-20
25382466,David And Emily,True,Avalon Beach,2014-12-30
24386263,Sam,True,Redfern,2014-12-02
66818,Cass And Cam,False,Fairlight,2009-12-30
25419716,Anthony,False,Chatswood,2014-12-31
22014957,Kate,True,,2014-10-01
22014957,Kate,False,,2014-10-01
6931954,Lakhwinder,False,Homebush,2013-06-15
25473683,Mercedes,True,Coogee,2015-01-01
25477323,Daphne,False,Maroubra,2015-01-01
24847588,Karen,False,Bondi Junction,2014-12-15
3641298,Michal,False,Darlington,2012-09-22
12942372,Belle,False,,2014-03-09
2309747,Taline,False,Bondi,2012-05-07
22917495,James,False,,2014-10-24
843875,Sze Lok,False,Bondi Beach,2011-07-20
24216399,Janet,False,Lilyfield,2014-11-27
25563979,Aimee,False,,2015-01-03
10365915,Sandy,False,Darling Point,2013-12-01
20679356,Jess,False,,2014-08-29
25567001,Linda,False,,2015-01-04
25571183,Nicolas,False,Bondi,2015-01-04
25571362,Kira,False,,2015-01-04
25612669,Vanessa,False,,2015-01-04
19007290,Tasha,False,Manly,2014-07-27
19007290,Natasha,False,Manly,2014-07-27
25612191,Lee,False,Elizabeth Bay,2015-01-04
23268929,Michelle,False,Breakfast Point,2014-11-02
25617610,Net,False,,2015-01-05
25622022,Diane,False,,2015-01-05
5858278,James And Al,False,Surry Hills,2013-04-10
4399722,Yoco,False,Redfern,2012-12-13
25657597,Whitney,False,Fairlight,2015-01-05
25658779,Theeban,False,Darling Point,2015-01-05
25667712,Marc,True,Redfern,2015-01-06
25409117,Sean And Phillip,False,Potts Point,2014-12-30
24949312,Aleks,False,Manly,2014-12-17
24949312,,,,
25557118,Victor+Georgea,False,,2015-01-03
25557118,Victor+Georgea,True,,2015-01-03
12397613,Lucy,False,Newtown,2014-02-19
23061771,Tracey,True,Fairlight,2014-10-28
1748620,Alex,False,Paddington,2012-02-14
21205048,Jarrod,False,,2014-09-11
14029421,Genevieve,True,,2014-04-08
14029421,Genevieve,False,,2014-04-08
10189654,Simon,False,Surry Hills,2013-11-22
25775990,Anthony,False,Little Bay,2015-01-08
21234371,Shirley & J,False,,2014-09-11
25812926,Brentos,False,Potts Point,2015-01-08
9361540,Sean,False,,2013-10-11
25822570,Roslyn,False,,2015-01-08
6742381,Wendy,False,Crows Nest,2013-06-04
23004872,Rebecca,False,Sydney,2014-10-26
25864520,Bede,False,,2015-01-09
24597257,Scott,False,,2014-12-07
1383610,Yvonne And Boruch,False,Waterloo,2011-11-08
25867748,Annabelle,True,Bronte,2015-01-09
25870957,Lesley,True,Alexandria,2015-01-10
25820993,Elizabeth,False,Darlinghurst,2015-01-08
2510779,Emelia,False,Bondi,2012-05-31
25907279,Rudy,False,Bondi,2015-01-10
9512271,Sarah,False,,2013-10-19
17858152,Andy,False,,2014-07-09
11943042,Eddie,False,Randwick,2014-02-04
25919888,Laura,False,Surry Hills,2015-01-11
7494231,David,False,,2013-07-15
25928937,Patrick,False,Point Piper,2015-01-11
18996631,Pam,False,,2014-07-27
25969959,John,False,Forest Lodge,2015-01-11
25971613,Tamara,False,Bronte,2015-01-11
25978607,Natasha,False,,2015-01-12
2082967,Daniele,False,Wolli Creek,2012-04-06
25982542,Ruby,False,,2015-01-12
20385733,Meikin,False,,2014-08-22
14018952,Sarah,False,Darlinghurst,2014-04-07
182927582,Skky,False,,2018-04-07
26029889,Hayley,False,Manly,2015-01-13
26032272,Lewis,False,,2015-01-13
25731625,Simon,False,Hurlstone Park,2015-01-07
1607300,Mel & Gus,False,Bronte,2012-01-14
21106364,Caroline,False,Bellevue Hill,2014-09-08
25214359,Alexandra,False,Randwick,2014-12-26
26080171,James,False,Waterloo,2015-01-13
26080697,Jessica,False,Bondi,2015-01-13
8205385,Jim,False,Coogee,2013-08-16
24422635,Melissa,False,Arncliffe,2014-12-02
26083621,Patrick,False,Bronte,2015-01-13
16759416,Ebony,False,North Bondi,2014-06-13
16311912,Lily,False,Woollahra,2014-06-03
25489328,Kāne,False,,2015-01-02
7393122,Jessica,False,Newtown,2013-07-10
12130470,Steph,False,Woolloomooloo,2014-02-10
26142241,Susan,False,Newtown,2015-01-15
25472487,Tina,False,Bondi Beach,2015-01-01
6947403,Salvador,False,Balgowlah,2013-06-16
16137152,Ileana,False,Glebe,2014-05-29
26188836,Desmond,False,Darlington,2015-01-16
25874194,Penny,False,Potts Point,2015-01-10
4176558,Chelsey,False,Bondi Beach,2012-11-17
25674264,Kristie,False,,2015-01-06
4645697,Shirley,False,Bondi Junction,2013-01-09
4798445,Amanda,False,Darlington,2013-01-22
26273128,Oliver,False,Darlington,2015-01-17
26273128,,,,
26279359,Lisa,False,Camperdown,2015-01-18
26235421,Tonya,True,,2015-01-17
26316342,Tibi,False,,2015-01-18
26267942,David,False,Bondi,2015-01-17
25869520,Lauren,False,Redfern,2015-01-09
1335857,Gautam,False,,2011-10-25
10320753,Josh,False,Surry Hills,2013-11-28
1783143,Neerja,False,St Leonards,2012-02-20
4565504,Gabrielle,False,Cronulla,2013-01-02
15706043,Will,False,Paddington,2014-05-19
16550833,Lyn,False,Manly,2014-06-09
25913992,Chris,False,Chippendale,2015-01-10
26502654,Hugo,False,Annandale,2015-01-21
26395164,Tiger,True,Mascot,2015-01-20
26395164,Tiger,False,Mascot,2015-01-20
26511293,Mark,True,Avalon Beach,2015-01-22
26511293,Mark,False,Avalon Beach,2015-01-22
26560828,Luke,False,Beaconsfield,2015-01-22
26599415,Ernst & Charlotte,False,,2015-01-23
26607004,Peter,False,Manly,2015-01-23
13627809,Fee,False,Randwick,2014-03-28
14171288,Bridget,False,Bellevue Hill,2014-04-11
26658375,Tyler,False,Bondi,2015-01-25
26709417,Silvia,True,Elizabeth Bay,2015-01-25
26709417,,,,
22420009,Robert,False,Annandale,2014-10-11
26713050,Tony,True,,2015-01-26
26713050,,,,
26717793,Donna,False,Hurstville,2015-01-26
26717676,Maureen,True,Paddington,2015-01-26
12171102,Jamie,False,Darling Point,2014-02-12
24431900,Stephen,False,Pyrmont,2014-12-03
26755402,Richard,False,Bronte,2015-01-26
12483489,David,False,,2014-02-22
26769618,Jude,False,Annandale,2015-01-27
26769618,Jude,True,Annandale,2015-01-27
26775858,Bonnie,False,,2015-01-27
26809382,Judy,True,Alexandria,2015-01-27
5191964,Vanessa,False,North Bondi,2013-02-22
10002571,Hugo,False,South Coogee,2013-11-14
8910548,Ingrid & Jamie,True,,2013-09-18
8170962,Tanya,False,Coogee,2013-08-15
26836110,Yea,False,Surry Hills,2015-01-28
26863775,Peter,False,Lane Cove,2015-01-28
26865541,Georgie,False,Elizabeth Bay,2015-01-28
300322,Claire,False,Darlinghurst,2010-11-26
26870634,Chelsea Healey,False,Sydney,2015-01-28
5541400,Aaron,False,Bondi Beach,2013-03-20
5541400,,,,
24137768,Cathy,False,Clovelly,2014-11-25
26875814,Warren,False,Waterloo,2015-01-28
26877322,Emma,True,Annandale,2015-01-28
26877322,Emma,False,Annandale,2015-01-28
26880344,Jessica,False,,2015-01-29
6432254,Natacha,True,Bellevue Hill,2013-05-16
6432254,Natacha,False,Bellevue Hill,2013-05-16
6432254,Jack,False,Bellevue Hill,2013-05-16
6432254,Jack,True,Bellevue Hill,2013-05-16
26881008,John,False,Manly,2015-01-29
21238562,Tony & Denise,False,Cronulla,2014-09-12
26887813,Mary,False,Wollstonecraft,2015-01-29
21114306,Katrina,False,,2014-09-09
26925856,Ashlea,False,Bellevue Hill,2015-01-29
13170134,Clare,False,Coogee,2014-03-16
14954833,Ruben,False,,2014-05-01
2090290,Jen,False,Mosman,2012-04-07
27027546,Julien,True,Sydney,2015-02-01
16639645,Tam,False,Darlinghurst,2014-06-10
27068735,Michelle,False,,2015-02-01
27082604,Peter,True,North Bondi,2015-02-02
27131828,Antonio,False,Belmore,2015-02-02
23602730,Anne,True,,2014-11-11
24602918,Michael,False,,2014-12-08
10934652,Judd,False,North Bondi,2013-12-31
10934652,,,,
27145040,Guilherme,False,Bondi,2015-02-03
6449123,Sid,False,North Bondi,2013-05-18
15627613,Louise,False,,2014-05-17
25872855,Christine,False,,2015-01-10
27191951,Nataly,False,,2015-02-04
6421451,Sarah,False,Dulwich Hill,2013-05-16
3807570,Jodi,False,Bondi,2012-10-09
27291169,Mariah,False,North Bondi,2015-02-05
15665351,Sohi,True,Ashfield,2014-05-18
27295016,Susie,False,Mosman,2015-02-06
27311852,Elias & Fatima,False,,2015-02-06
27332696,Bill,False,Clovelly,2015-02-06
27336169,Andrea,False,,2015-02-06
27338181,Sally,False,,2015-02-06
27338970,L&D,True,Coogee,2015-02-06
27338970,L&D,False,Coogee,2015-02-06
4307490,Laura,False,Darlinghurst,2012-12-02
27144414,Sandy,False,Fairlight,2015-02-03
20262342,Carolina,False,,2014-08-19
17582213,Samantha And Mark,False,Lilyfield,2014-07-03
17660858,Shay,False,Maroubra,2014-07-05
27382869,Brendan,False,Surry Hills,2015-02-07
27383149,Linda,False,,2015-02-07
27383589,Cindy,False,,2015-02-07
10753509,Rory,False,North Bondi,2013-12-22
26818705,Theresa & James,True,,2015-01-27
26818705,Theresa,False,,2015-01-27
27388116,Belinda,False,,2015-02-08
4062213,Nick,False,Bondi Junction,2012-11-05
22283266,Edi,True,Tempe,2014-10-08
27441804,Gail,False,,2015-02-08
1517075,Melissa,False,Pyrmont,2011-12-19
7083305,Peter And Morgan,False,Earlwood,2013-06-24
24389549,Nahji,False,Potts Point,2014-12-02
27459825,Peta,True,Randwick,2015-02-09
27459825,Peta,False,Randwick,2015-02-09
3665206,"Margo, Cyrus & Sabbath The Cat",False,,2012-09-24
27498416,Eleni,False,Bronte,2015-02-09
27506362,Malissa,False,,2015-02-09
19419374,John,True,South Coogee,2014-08-04
27511440,Chris,False,Potts Point,2015-02-10
27511746,Ann-Marie,True,Beaconsfield,2015-02-10
27513128,Paul,False,,2015-02-10
22791971,Antoine,False,Bondi,2014-10-21
15396219,Tessa,False,Surry Hills,2014-05-11
15248031,Elle,False,,2014-05-08
18775945,Michelle,False,,2014-07-24
27558347,Karen,False,Randwick,2015-02-10
27566428,Michael,True,Redfern,2015-02-11
6871702,Sally,False,Bronte,2013-06-12
27569865,Malvina,False,Waverly,2015-02-11
27573512,Barbara,False,Manly,2015-02-11
27574443,Kristi,False,Redfern,2015-02-11
27578505,Elly,False,Queens Park,2015-02-11
27613440,Karen,False,Redfern,2015-02-11
21383613,Tez,False,Balgowlah,2014-09-15
27671523,Naïla,False,,2015-02-12
27680662,Gabriella,False,Elizabeth Bay,2015-02-13
27686596,Hussain,False,Arncliffe,2015-02-13
5030218,Javier,False,Bondi Beach,2013-02-10
27721476,Michael,False,Potts Point,2015-02-14
26029463,Jo,False,,2015-01-12
25053510,Annie,False,St Leonards,2014-12-21
2235243,Bill,False,,2012-04-27
27769570,Melanie,False,Naremburn,2015-02-15
3162772,Abigail,False,Randwick,2012-08-05
27805166,Murni,False,Mosman,2015-02-15
9013879,Rahul,False,,2013-09-23
27810591,Tracy,False,Vaucluse,2015-02-15
27811996,Ann,True,Mosman,2015-02-15
27811996,Ann,False,Mosman,2015-02-15
27812727,Faith & Michael,False,,2015-02-15
10218929,Ciara,False,Alexandria,2013-11-24
26045254,Gabriella,False,Bronte,2015-01-13
26045254,,,,
27824002,Matthew,False,Redfern,2015-02-16
24417888,Eleanor,False,Darlinghurst,2014-12-02
27808632,Priscilla,False,,2015-02-15
18191533,Stuart,False,,2014-07-16
25714144,Danny,False,Bondi Beach,2015-01-06
27870353,Jay,False,Bondi Beach,2015-02-16
27021696,James,False,Edgecliff,2015-02-01
27872520,Belinda,False,Manly,2015-02-17
15207026,Eimear,False,Bondi Junction,2014-05-07
9847627,Terry & Gwenda,False,Manly,2013-11-06
27912560,David,False,Balmain,2015-02-17
27912560,,,,
27914872,Rosanne,False,Surry Hills,2015-02-17
27921445,Ann,False,,2015-02-17
27926711,Kate,False,,2015-02-18
27926990,Anita,False,,2015-02-18
27933777,Steve & Sandra,False,,2015-02-18
27963327,Yuky,False,Mascot,2015-02-18
9846109,Kabirul,False,,2013-11-06
8683382,Esther,False,Bondi Junction,2013-09-07
22130464,Narms & Resh,False,,2014-10-04
7276864,Camille,False,Manly,2013-07-04
28025034,Jimmy,False,,2015-02-19
5864701,Tara,False,,2013-04-10
18906685,Tony & Tisa,False,,2014-07-26
24969450,Peter,False,Potts Point,2014-12-18
28077633,Petr,False,,2015-02-21
7210776,Isobel,False,Darlinghurst,2013-07-01
5392445,Aine,False,Bondi,2013-03-09
24396618,Sharon,True,Bronte,2014-12-02
24396618,Sharon,False,Bronte,2014-12-02
10038999,Aleks,True,,2013-11-15
25668696,Alison,False,Surry Hills,2015-01-06
28149094,Kate,False,Manly,2015-02-22
28186841,France,False,,2015-02-22
27860695,Will,False,Tamarama,2015-02-16
28200063,Ode,False,Hurstville,2015-02-23
28200283,Vanessa,True,Petersham,2015-02-23
6592602,Derek,True,Darlinghurst,2013-05-27
3677425,James,False,Bondi Junction,2012-09-26
28259299,Daniela,False,Bondi Beach,2015-02-24
28205893,Luda,False,Bondi,2015-02-23
28205893,,,,
28311675,Duncan,False,Paddington,2015-02-24
12617434,Chris,False,,2014-02-26
28329168,Tyson & Jana,False,Paddington,2015-02-25
21076284,Stephanie & Duane,False,Glebe,2014-09-08
28356414,Kurt,True,,2015-02-25
24808854,Grant,False,Bondi Beach,2014-12-14
28376901,Ned,False,Surry Hills,2015-02-26
4371019,Chris,False,Annandale,2012-12-10
13832704,Damon And Rachael,False,,2014-04-02
13832704,Damon And Rachael,True,,2014-04-02
28431128,Robert,False,,2015-02-26
28433690,Annie,False,,2015-02-27
9821857,Lucile,False,Bondi Beach,2013-11-05
11856518,Manuel,True,Potts Point,2014-02-02
11856518,Manuel,False,Potts Point,2014-02-02
23822572,Meg,False,,2014-11-16
14258329,Sandy,True,Bronte,2014-04-14
28473739,Rautem,False,Earlwood,2015-02-27
20248848,Rachel,False,Darlinghurst,2014-08-19
22385731,Jo,False,Cremorne,2014-10-10
9650956,Leif,False,Alexandria,2013-10-26
2225322,Ali,False,,2012-04-25
16110885,Mark,False,Elizabeth Bay,2014-05-28
15977331,Peter,True,Bondi Beach,2014-05-25
28531430,Peter,False,Willoughby,2015-03-01
28542453,Tom,False,Manly,2015-03-01
28548677,Andrew,False,Annandale,2015-03-01
7931961,Melissa,False,Bellevue Hill,2013-08-04
28586231,Celise,False,Randwick,2015-03-01
28587936,Leanne,False,,2015-03-01
28481911,Janine,False,Queens Park,2015-02-28
4448490,Claudia & Alfonso,True,Mascot,2012-12-19
28595034,Angie,True,Newtown,2015-03-01
28595034,Angie,False,Newtown,2015-03-01
27081342,Jan,False,Bondi,2015-02-02
28422127,Magali,False,Balgowlah,2015-02-26
28598527,Nicole,True,Randwick,2015-03-02
28659104,Tessa,False,Bondi,2015-03-02
28667498,Javiera,True,Kensington,2015-03-03
15035057,Sheryl,False,Manly,2014-05-03
28671767,Angus,False,,2015-03-03
4248468,Kara Mia,False,Bondi,2012-11-26
4440777,Iain,False,Paddington,2012-12-18
28721675,Pedro,False,Ashfield,2015-03-03
2794719,Kirstin,True,Neutral Bay,2012-07-01
5233715,Elise,False,Woollahra,2013-02-26
28770102,Brendan,True,Bondi,2015-03-04
678373,Iman,False,North Bondi,2011-06-08
24057865,Ollie,False,Newtown,2014-11-23
24057865,,,,
876300,Jen,False,Ashfield,2011-07-27
8120147,Kate,False,Bondi Beach,2013-08-12
28785843,Isabel,False,Bondi Beach,2015-03-05
28828434,Mae,True,,2015-03-05
28828434,Mae,False,,2015-03-05
28836480,Alex,False,,2015-03-05
465560,Elaine,False,Manly,2011-03-27
8221780,Monica,False,Mosman,2013-08-17
12987690,Helena,False,Manly,2014-03-10
12987690,,,,
6846033,Hanna,False,Bondi Beach,2013-06-10
15358481,Persephone,False,Mosman,2014-05-11
1303756,Geoff,False,,2011-10-17
11957095,Michy,True,,2014-02-05
28937595,Josie,True,Lilyfield,2015-03-07
28937595,,,,
10354774,Freda & Paul,True,Coogee,2013-12-01
8146180,Iona & Angel,False,Palm Beach,2013-08-14
10817181,Krystyna,False,Bondi,2013-12-26
28946059,Nicola,False,,2015-03-08
22624529,Josh,False,Annandale,2014-10-16
28953709,Danielle,False,North Bondi,2015-03-08
27075657,Lynsey,False,Manly,2015-02-01
27812935,Tanya,False,Manly,2015-02-15
27812935,Tanya,True,Manly,2015-02-15
2371589,Alexandra,True,Surry Hills,2012-05-14
29006713,Naomi,False,Waverly,2015-03-09
29009679,Olive,False,Vaucluse,2015-03-09
22412530,Anshul,False,,2014-10-11
20633978,Jared & Diana,True,,2014-08-28
29065026,Rachel,False,Stanmore,2015-03-09
2365549,Christina,False,Glebe,2012-05-14
29065563,Brooke,False,Paddington,2015-03-09
29000809,Mary,False,Randwick,2015-03-08
4414061,Jade,True,Randwick,2012-12-15
29076780,John,False,Bondi Beach,2015-03-10
9512168,Karen,False,Potts Point,2013-10-19
9512168,Lynn,False,Potts Point,2013-10-19
9512168,,,,
29080853,Faye,False,Marrickville,2015-03-10
29081332,Stefanie,False,Redfern,2015-03-10
22823009,Aaron,False,Bronte,2014-10-21
10756223,Emilia,False,,2013-12-22
29089169,Savio,False,Newtown,2015-03-10
29127917,Annie,True,Cronulla,2015-03-10
29134273,Yvonne,False,Haymarket,2015-03-11
5944643,Eléonore,False,,2013-04-15
28947331,Anna,False,Mascot,2015-03-08
27559965,Hecky,False,Hunters Hill,2015-02-10
27559965,Hector,False,Hunters Hill,2015-02-10
20417383,Rosie,False,Woollahra,2014-08-22
426921,Lauren And Will,False,Bondi,2011-03-06
27824622,Anthony,True,Annandale,2015-02-16
29022620,Jodi,True,,2015-03-09
29187508,Michelle,False,Randwick,2015-03-11
13580256,Daniel,False,Pyrmont,2014-03-26
29200913,Sebastian,False,,2015-03-12
29206336,Lisa,False,Paddington,2015-03-12
20005410,Susanne,False,Surry Hills,2014-08-14
23100895,Charlie,False,Bondi Beach,2014-10-29
24775593,Dylan,False,Bondi Beach,2014-12-12
29246932,Syl,False,Paddington,2015-03-12
24161822,Ian,True,Newtown,2014-11-25
24161822,Ian,False,Newtown,2014-11-25
29199138,Hamish10,False,,2015-03-12
29091940,Pilar,False,Redfern,2015-03-10
17085507,Josh,False,,2014-06-21
29294149,Ali,False,,2015-03-13
29293636,Jo,False,Newtown,2015-03-13
2975036,Seb,False,Double Bay,2012-07-18
10537991,Raymond,False,Ashfield,2013-12-10
27766352,Anissa,False,Paddington,2015-02-15
4458049,David,False,Turrella,2012-12-21
23128928,Karen,True,,2014-10-29
29352199,Andrew,True,Canterbury,2015-03-15
10998228,Tsachi & Jeff,False,Surry Hills,2014-01-03
29355765,Bridgette,False,Concord,2015-03-15
28947422,Nicholas,False,Bronte,2015-03-08
23099632,James,False,Zetland,2014-10-29
29375194,Vanessa,False,Bellevue Hill,2015-03-15
29293066,Kevin,False,,2015-03-13
23232171,Victoria,False,Cronulla,2014-11-02
27810532,Gregory,False,Erskineville,2015-02-15
17747199,Katharine,False,,2014-07-07
24158100,Jenny,True,Avalon Beach,2014-11-25
16152285,Justin,False,,2014-05-29
29542210,Katherine And Geoff,True,,2015-03-17
6192799,Rob,False,Coogee,2013-05-02
29556297,Sue,True,Homebush,2015-03-18
27389477,Mark,False,Redfern,2015-02-08
29591668,Emily,False,Bondi,2015-03-18
28944828,Andrew,False,Redfern,2015-03-08
29593833,Heather,False,Mosman,2015-03-18
10401154,Andy,False,Bondi Beach,2013-12-03
29595287,Zoren,False,,2015-03-18
16930522,Laura,False,Vaucluse,2014-06-18
29186700,Colin And Kelly,False,,2015-03-11
29597572,Anna,True,Bondi,2015-03-18
29603867,Aisling,False,Darlinghurst,2015-03-19
11914644,Luxico Holiday Homes,False,Overseas,2014-02-03
21956515,Paul,False,,2014-09-30
25566892,Kristin,False,Coogee,2015-01-04
29661988,Tom,False,Manly,2015-03-19
24170611,David,False,Randwick,2014-11-25
5641806,Nicole,False,,2013-03-26
29675119,Ricardo,False,,2015-03-20
1474929,Stefano,False,,2011-12-05
22908538,Deb And Ewan,True,Annandale,2014-10-24
29202860,Douglas,False,,2015-03-12
29706424,Andie,False,,2015-03-20
28244468,Alan,False,,2015-02-23
28244468,Alan,True,,2015-02-23
24026420,Timothy,False,Potts Point,2014-11-22
27860423,Alastair,False,Overseas,2015-02-16
29719454,Geoff,False,Potts Point,2015-03-21
29721986,Laura & Chevy,False,,2015-03-21
1499265,David,False,Bondi,2011-12-12
28200063,Ode,True,Hurstville,2015-02-23
6594939,Kate,False,Bondi,2013-05-27
29759319,Richard,False,Silverwater,2015-03-21
29761673,Gina,False,Erskineville,2015-03-21
29764917,Fiona,True,Randwick,2015-03-21
29764917,Fiona,False,Randwick,2015-03-21
29766891,Margee,False,Marrickville,2015-03-22
29770561,Mitch & Bri,True,Bondi Beach,2015-03-22
7079467,Philip,False,Surry Hills,2013-06-24
29765040,Zoe,False,,2015-03-21
29837638,Lincoln,True,Millers Point,2015-03-23
688781,Lynn,True,Newtown,2011-06-11
29843659,Valerie,False,Mosman,2015-03-23
