index,property_type,room_type,accommodates,year_month,active_listings_rate,min_price_active,max_price_active,median_price_active,avg_price_active,distinct_hosts,superhost_rate,avg_review_score_active,active_listings,inactive_listings,total_stays,avg_estimated_revenue_per_active,pct_change_active_listings,pct_change_inactive_listings
2746,Private room in bungalow,Private room,5,2020-11,100.0,60.0,60.0,60.0,60.0,1.0,0.0,,1.0,0.0,1.0,60.0,0.0,
2747,Private room in bus,Private room,1,2020-08,100.0,32.0,40.0,36.0,36.0,1.0,0.0,100.0,2.0,0.0,0.0,0.0,,
2748,Private room in bus,Private room,1,2020-09,100.0,40.0,40.0,40.0,40.0,1.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,
2749,Private room in bus,Private room,1,2020-10,100.0,40.0,40.0,40.0,40.0,1.0,0.0,100.0,2.0,0.0,60.0,1200.0,0.0,
2750,Private room in bus,Private room,1,2020-11,100.0,40.0,40.0,40.0,40.0,1.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,
2751,Private room in bus,Private room,1,2020-12,100.0,50.0,50.0,50.0,50.0,1.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,
2752,Private room in bus,Private room,1,2021-01,100.0,50.0,50.0,50.0,50.0,1.0,0.0,100.0,2.0,0.0,30.0,750.0,0.0,
2753,Private room in bus,Private room,1,2021-02,100.0,50.0,50.0,50.0,50.0,1.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,
2754,Private room in bus,Private room,1,2021-03,100.0,50.0,50.0,50.0,50.0,1.0,0.0,100.0,2.0,0.0,60.0,1500.0,0.0,
2755,Private room in bus,Private room,1,2021-04,100.0,50.0,50.0,50.0,50.0,1.0,0.0,100.0,2.0,0.0,19.0,475.0,0.0,
2756,Private room in cabin,Private room,1,2020-08,100.0,29.0,49.0,47.0,41.666666666666664,1.0,100.0,68.33333333333333,3.0,0.0,31.0,499.6666666666667,,
2757,Private room in cabin,Private room,1,2020-09,100.0,35.0,49.0,47.0,43.666666666666664,1.0,100.0,68.33333333333333,3.0,0.0,31.0,501.6666666666667,0.0,
2758,Private room in cabin,Private room,1,2020-10,100.0,35.0,49.0,47.0,43.666666666666664,1.0,100.0,68.33333333333333,3.0,0.0,31.0,501.6666666666667,0.0,
2759,Private room in cabin,Private room,1,2020-11,100.0,35.0,49.0,47.0,43.666666666666664,1.0,100.0,68.33333333333333,3.0,0.0,31.0,501.6666666666667,0.0,
2760,Private room in cabin,Private room,1,2020-12,100.0,35.0,60.0,48.0,47.75,2.0,100.0,75.75,4.0,0.0,61.0,826.25,33.33333333333333,
2761,Private room in cabin,Private room,1,2021-01,100.0,35.0,50.0,48.0,45.25,2.0,100.0,75.75,4.0,0.0,22.0,265.5,0.0,
2762,Private room in cabin,Private room,1,2021-02,100.0,35.0,50.0,48.0,45.25,2.0,100.0,75.75,4.0,0.0,5.0,58.5,0.0,
2763,Private room in cabin,Private room,1,2021-03,100.0,35.0,50.0,48.0,45.25,2.0,100.0,75.75,4.0,0.0,7.0,82.75,0.0,
2764,Private room in cabin,Private room,1,2021-04,100.0,35.0,55.0,48.0,46.5,2.0,100.0,75.75,4.0,0.0,14.0,186.0,0.0,
2765,Private room in cabin,Private room,2,2020-08,100.0,48.0,380.0,130.355,158.83642857142857,14.0,35.714285714285715,97.0,14.0,0.0,88.0,705.5092857142857,,
2766,Private room in cabin,Private room,2,2020-09,100.0,35.0,300.0,125.0,120.76923076923077,13.0,38.46153846153847,97.0,13.0,0.0,117.0,1456.6153846153845,-7.14285714285714,
2767,Private room in cabin,Private room,2,2020-10,100.0,48.0,500.0,126.0,159.23076923076923,13.0,38.46153846153847,96.9090909090909,13.0,0.0,133.0,1631.4615384615386,0.0,
2768,Private room in cabin,Private room,2,2020-11,100.0,48.0,300.0,135.0,138.72727272727272,11.0,45.45454545454545,96.8,11.0,0.0,132.0,1995.0,-15.384615384615385,
2769,Private room in cabin,Private room,2,2020-12,100.0,48.0,300.0,135.0,142.0909090909091,11.0,45.45454545454545,96.8,11.0,0.0,212.0,2980.7272727272725,0.0,
2770,Private room in cabin,Private room,2,2021-01,100.0,48.0,300.0,139.5,151.9,10.0,40.0,96.44444444444444,10.0,0.0,102.0,1766.0,-9.090909090909093,
2771,Private room in cabin,Private room,2,2021-02,100.0,48.0,300.0,135.0,148.1818181818182,11.0,45.45454545454545,96.7,11.0,0.0,117.0,1598.6363636363637,10.000000000000009,
2772,Private room in cabin,Private room,2,2021-03,100.0,48.0,300.0,135.0,142.45454545454547,11.0,45.45454545454545,96.7,11.0,0.0,175.0,1933.2727272727273,0.0,
2773,Private room in cabin,Private room,2,2021-04,100.0,48.0,300.0,135.0,142.45454545454547,11.0,45.45454545454545,96.7,11.0,0.0,169.0,2117.7272727272725,0.0,
2774,Private room in cabin,Private room,6,2020-08,100.0,3453.0,3453.0,3453.0,3453.0,1.0,0.0,,1.0,0.0,30.0,103590.0,,
2775,Private room in cabin,Private room,6,2020-09,100.0,3453.0,3453.0,3453.0,3453.0,1.0,0.0,,1.0,0.0,30.0,103590.0,0.0,
2776,Private room in cabin,Private room,6,2020-10,100.0,3453.0,3453.0,3453.0,3453.0,1.0,0.0,,1.0,0.0,30.0,103590.0,0.0,
2777,Private room in cabin,Private room,6,2020-11,100.0,3453.0,3453.0,3453.0,3453.0,1.0,0.0,,1.0,0.0,30.0,103590.0,0.0,
2778,Private room in cabin,Private room,6,2020-12,100.0,3453.0,3453.0,3453.0,3453.0,1.0,0.0,,1.0,0.0,30.0,103590.0,0.0,
2779,Private room in cabin,Private room,6,2021-01,100.0,3453.0,3453.0,3453.0,3453.0,1.0,0.0,,1.0,0.0,30.0,103590.0,0.0,
2780,Private room in cabin,Private room,6,2021-02,100.0,3453.0,3453.0,3453.0,3453.0,1.0,0.0,,1.0,0.0,30.0,103590.0,0.0,
2781,Private room in cabin,Private room,6,2021-03,100.0,3453.0,3453.0,3453.0,3453.0,1.0,0.0,,1.0,0.0,30.0,103590.0,0.0,
2782,Private room in cabin,Private room,6,2021-04,100.0,3453.0,3453.0,3453.0,3453.0,1.0,0.0,,1.0,0.0,30.0,103590.0,0.0,
2783,Private room in camper/rv,Private room,2,2020-11,100.0,40.0,40.0,40.0,40.0,1.0,0.0,80.0,1.0,0.0,30.0,1200.0,,
2784,Private room in camper/rv,Private room,2,2020-12,100.0,40.0,40.0,40.0,40.0,1.0,0.0,80.0,1.0,0.0,29.0,1160.0,0.0,
2785,Private room in camper/rv,Private room,2,2021-01,100.0,40.0,40.0,40.0,40.0,1.0,0.0,80.0,1.0,0.0,5.0,200.0,0.0,
2786,Private room in camper/rv,Private room,2,2021-02,100.0,40.0,40.0,40.0,40.0,1.0,0.0,80.0,1.0,0.0,1.0,40.0,0.0,
2787,Private room in camper/rv,Private room,2,2021-03,100.0,40.0,40.0,40.0,40.0,1.0,0.0,80.0,1.0,0.0,1.0,40.0,0.0,
2788,Private room in camper/rv,Private room,3,2020-08,100.0,50.0,50.0,50.0,50.0,1.0,0.0,,1.0,0.0,30.0,1500.0,,
2789,Private room in camper/rv,Private room,3,2020-09,100.0,50.0,60.0,55.0,55.0,2.0,0.0,100.0,2.0,0.0,60.0,1650.0,100.0,
2790,Private room in camper/rv,Private room,3,2020-10,100.0,50.0,60.0,55.0,55.0,2.0,0.0,100.0,2.0,0.0,60.0,1650.0,0.0,
2791,Private room in camper/rv,Private room,3,2020-11,100.0,50.0,60.0,55.0,55.0,2.0,0.0,100.0,2.0,0.0,60.0,1650.0,0.0,
2792,Private room in camper/rv,Private room,3,2020-12,100.0,50.0,60.0,55.0,55.0,2.0,0.0,100.0,2.0,0.0,60.0,1650.0,0.0,
2793,Private room in camper/rv,Private room,3,2021-01,100.0,50.0,60.0,55.0,55.0,2.0,0.0,100.0,2.0,0.0,60.0,1650.0,0.0,
2794,Private room in camper/rv,Private room,3,2021-02,100.0,50.0,60.0,55.0,55.0,2.0,0.0,100.0,2.0,0.0,60.0,1650.0,0.0,
2795,Private room in camper/rv,Private room,3,2021-03,100.0,50.0,60.0,55.0,55.0,2.0,0.0,100.0,2.0,0.0,60.0,1650.0,0.0,
2796,Private room in camper/rv,Private room,3,2021-04,100.0,50.0,60.0,55.0,55.0,2.0,0.0,100.0,2.0,0.0,60.0,1650.0,0.0,
2797,Private room in camper/rv,Private room,4,2020-08,100.0,60.0,60.0,60.0,60.0,1.0,0.0,,1.0,0.0,7.0,420.0,,
2798,Private room in camper/rv,Private room,4,2020-09,100.0,60.0,60.0,60.0,60.0,1.0,0.0,,1.0,0.0,7.0,420.0,0.0,
2799,Private room in camper/rv,Private room,4,2020-10,100.0,60.0,60.0,60.0,60.0,1.0,0.0,,1.0,0.0,7.0,420.0,0.0,
2800,Private room in camper/rv,Private room,4,2020-11,100.0,60.0,60.0,60.0,60.0,1.0,0.0,,1.0,0.0,7.0,420.0,0.0,
2801,Private room in camper/rv,Private room,4,2020-12,100.0,60.0,60.0,60.0,60.0,1.0,0.0,,1.0,0.0,7.0,420.0,0.0,
2802,Private room in camper/rv,Private room,4,2021-01,100.0,60.0,60.0,60.0,60.0,1.0,0.0,,1.0,0.0,29.0,1740.0,0.0,
2803,Private room in camper/rv,Private room,4,2021-02,100.0,60.0,60.0,60.0,60.0,1.0,0.0,,1.0,0.0,7.0,420.0,0.0,
2804,Private room in camper/rv,Private room,4,2021-03,100.0,60.0,60.0,60.0,60.0,1.0,0.0,,1.0,0.0,7.0,420.0,0.0,
2805,Private room in camper/rv,Private room,4,2021-04,100.0,60.0,120.0,90.0,90.0,2.0,0.0,,2.0,0.0,37.0,2010.0,100.0,
2806,Private room in casa particular,Private room,2,2020-09,100.0,80.0,80.0,80.0,80.0,1.0,0.0,,1.0,0.0,30.0,2400.0,,
2807,Private room in casa particular,Private room,2,2020-10,100.0,80.0,80.0,80.0,80.0,1.0,0.0,,1.0,0.0,30.0,2400.0,0.0,
2808,Private room in casa particular,Private room,2,2020-11,100.0,80.0,80.0,80.0,80.0,1.0,0.0,,1.0,0.0,30.0,2400.0,0.0,
2809,Private room in casa particular,Private room,2,2020-12,100.0,80.0,80.0,80.0,80.0,1.0,0.0,,1.0,0.0,30.0,2400.0,0.0,
2810,Private room in casa particular,Private room,2,2021-01,100.0,80.0,80.0,80.0,80.0,1.0,0.0,,1.0,0.0,30.0,2400.0,0.0,
2811,Private room in casa particular,Private room,2,2021-02,100.0,80.0,80.0,80.0,80.0,1.0,0.0,,1.0,0.0,30.0,2400.0,0.0,
2812,Private room in casa particular,Private room,2,2021-03,100.0,80.0,80.0,80.0,80.0,1.0,0.0,,1.0,0.0,30.0,2400.0,0.0,
2813,Private room in casa particular,Private room,2,2021-04,100.0,80.0,80.0,80.0,80.0,1.0,0.0,,1.0,0.0,30.0,2400.0,0.0,
2814,Private room in casa particular (cuba),Private room,2,2020-08,100.0,80.0,80.0,80.0,80.0,1.0,0.0,,1.0,0.0,30.0,2400.0,,
2815,Private room in chalet,Private room,2,2020-08,100.0,55.0,55.0,55.0,55.0,1.0,0.0,94.0,2.0,0.0,60.0,1650.0,,
2816,Private room in chalet,Private room,2,2020-09,100.0,55.0,55.0,55.0,55.0,1.0,0.0,94.0,2.0,0.0,60.0,1650.0,0.0,
2817,Private room in chalet,Private room,2,2020-10,100.0,55.0,55.0,55.0,55.0,1.0,0.0,94.0,2.0,0.0,33.0,907.5,0.0,
2818,Private room in chalet,Private room,2,2020-11,100.0,55.0,55.0,55.0,55.0,1.0,0.0,94.0,2.0,0.0,60.0,1650.0,0.0,
2819,Private room in chalet,Private room,2,2020-12,100.0,55.0,55.0,55.0,55.0,1.0,0.0,94.0,2.0,0.0,46.0,1265.0,0.0,
2820,Private room in chalet,Private room,2,2021-01,100.0,55.0,55.0,55.0,55.0,1.0,0.0,94.0,2.0,0.0,30.0,825.0,0.0,
2821,Private room in chalet,Private room,2,2021-02,100.0,55.0,55.0,55.0,55.0,1.0,0.0,94.0,2.0,0.0,19.0,522.5,0.0,
2822,Private room in chalet,Private room,2,2021-03,100.0,55.0,55.0,55.0,55.0,1.0,0.0,94.0,2.0,0.0,2.0,55.0,0.0,
2823,Private room in chalet,Private room,2,2021-04,100.0,55.0,55.0,55.0,55.0,1.0,0.0,94.5,2.0,0.0,2.0,55.0,0.0,
2824,Private room in condominium,Private room,1,2020-08,100.0,29.0,300.0,65.5,71.03225806451613,58.0,8.620689655172415,88.9,62.0,0.0,1206.0,1369.3387096774193,,
2825,Private room in condominium,Private room,1,2020-09,100.0,29.0,300.0,60.0,69.01428571428572,65.0,7.6923076923076925,88.75,70.0,0.0,1490.0,1416.3285714285714,12.903225806451623,
2826,Private room in condominium,Private room,1,2020-10,100.0,22.0,300.0,60.0,67.8970588235294,63.0,6.349206349206349,88.57142857142857,68.0,0.0,1503.0,1461.4264705882354,-2.857142857142858,
2827,Private room in condominium,Private room,1,2020-11,100.0,28.0,300.0,60.0,67.73846153846154,60.0,6.666666666666667,87.87878787878788,65.0,0.0,1419.0,1441.4615384615386,-4.411764705882348,
2828,Private room in condominium,Private room,1,2020-12,100.0,28.43,300.0,62.5,68.60046875,59.0,6.779661016949152,87.27272727272727,64.0,0.0,1453.0,1500.1234375,-1.538461538461533,
2829,Private room in condominium,Private room,1,2021-01,100.0,28.0,300.0,65.0,68.49230769230769,60.0,6.666666666666667,87.27272727272727,65.0,0.0,1537.0,1571.6307692307691,1.5625,
2830,Private room in condominium,Private room,1,2021-02,100.0,28.0,300.0,65.0,70.04347826086956,64.0,7.8125,87.77142857142857,69.0,0.0,1546.0,1498.695652173913,6.153846153846154,
2831,Private room in condominium,Private room,1,2021-03,100.0,28.0,300.0,65.0,69.83823529411765,63.0,6.349206349206349,87.77142857142857,68.0,0.0,1521.0,1488.8529411764705,-1.449275362318836,
2832,Private room in condominium,Private room,1,2021-04,100.0,28.0,300.0,65.0,71.15714285714286,65.0,6.153846153846154,88.11111111111111,70.0,0.0,1565.0,1537.3714285714286,2.941176470588225,
2833,Private room in condominium,Private room,2,2020-08,100.0,22.0,3900.0,70.0,151.36363636363637,134.0,8.955223880597014,93.62765957446808,144.0,0.0,2726.0,1581.0069444444443,,
2834,Private room in condominium,Private room,2,2020-09,100.0,22.0,3900.0,70.0,141.12132075471698,148.0,8.783783783783784,93.07843137254902,160.0,0.0,3303.0,1666.373125,11.111111111111116,
2835,Private room in condominium,Private room,2,2020-10,100.0,22.0,3900.0,70.0,140.85074534161492,149.0,8.053691275167784,93.10679611650485,162.0,0.0,3314.0,1655.045925925926,1.2499999999999956,
2836,Private room in condominium,Private room,2,2020-11,100.0,22.0,3900.0,70.0,143.8227848101266,146.0,8.21917808219178,93.24,159.0,0.0,3323.0,1730.0314465408806,-1.851851851851849,
2837,Private room in condominium,Private room,2,2020-12,100.0,22.0,3900.0,70.0,144.90967741935484,143.0,8.391608391608392,93.05154639175258,156.0,0.0,3704.0,2772.269230769231,-1.8867924528301883,
2838,Private room in condominium,Private room,2,2021-01,100.0,30.0,3900.0,70.0,144.8397435897436,143.0,8.391608391608392,93.12244897959184,157.0,0.0,3543.0,2550.732484076433,0.6410256410256387,
2839,Private room in condominium,Private room,2,2021-02,100.0,30.0,3900.0,70.0,144.44230769230768,143.0,9.090909090909092,93.05208333333333,157.0,0.0,3349.0,1733.216560509554,0.0,
2840,Private room in condominium,Private room,2,2021-03,100.0,30.0,3900.0,72.0,145.58064516129033,143.0,9.090909090909092,92.15306122448979,156.0,0.0,3395.0,1804.8397435897436,-0.6369426751592355,
2841,Private room in condominium,Private room,2,2021-04,100.0,30.0,3900.0,72.0,145.77707006369425,143.0,9.090909090909092,92.68041237113403,158.0,0.0,3412.0,1801.2088607594937,1.2820512820512775,
2842,Private room in condominium,Private room,3,2020-08,100.0,48.0,390.0,130.0,147.42857142857142,7.0,0.0,84.5,7.0,0.0,129.0,1857.857142857143,,
2843,Private room in condominium,Private room,3,2020-09,100.0,48.0,390.0,130.0,147.42857142857142,7.0,0.0,84.5,7.0,0.0,129.0,1857.857142857143,0.0,
2844,Private room in condominium,Private room,3,2020-10,100.0,48.0,390.0,130.0,147.42857142857142,7.0,0.0,84.5,7.0,0.0,129.0,1857.857142857143,0.0,
2845,Private room in condominium,Private room,3,2020-11,100.0,48.0,390.0,132.5,159.33333333333334,6.0,0.0,81.66666666666667,6.0,0.0,126.0,2129.5,-14.28571428571429,
2846,Private room in condominium,Private room,3,2020-12,100.0,48.0,390.0,132.5,159.33333333333334,6.0,0.0,81.66666666666667,6.0,0.0,165.0,4634.833333333333,0.0,
2847,Private room in condominium,Private room,3,2021-01,100.0,48.0,390.0,132.5,159.33333333333334,6.0,0.0,81.66666666666667,6.0,0.0,96.0,1889.5,0.0,
2848,Private room in condominium,Private room,3,2021-02,100.0,48.0,390.0,132.5,159.33333333333334,6.0,0.0,81.66666666666667,6.0,0.0,96.0,1889.5,0.0,
2849,Private room in condominium,Private room,3,2021-03,100.0,54.0,390.0,167.0,194.5,4.0,0.0,60.0,4.0,0.0,92.0,3152.75,-33.333333333333336,
2850,Private room in condominium,Private room,3,2021-04,100.0,54.0,390.0,167.0,194.5,4.0,0.0,60.0,4.0,0.0,66.0,1859.25,0.0,
2851,Private room in condominium,Private room,4,2020-08,100.0,40.0,4990.0,100.0,635.5,10.0,10.0,95.0,10.0,0.0,137.0,1757.0,,
2852,Private room in condominium,Private room,4,2020-09,100.0,40.0,4990.0,100.0,635.5,10.0,10.0,95.0,10.0,0.0,137.0,1757.0,0.0,
2853,Private room in condominium,Private room,4,2020-10,100.0,40.0,4990.0,90.0,693.8888888888889,9.0,11.11111111111111,94.8,9.0,0.0,136.0,1940.0,-9.999999999999998,
2854,Private room in condominium,Private room,4,2020-11,100.0,40.0,500.0,87.5,158.125,8.0,12.5,94.8,8.0,0.0,135.0,1558.75,-11.111111111111116,
2855,Private room in condominium,Private room,4,2020-12,100.0,40.0,500.0,87.5,158.125,8.0,12.5,94.8,8.0,0.0,165.0,1933.75,0.0,
2856,Private room in condominium,Private room,4,2021-01,100.0,40.0,500.0,84.0,157.25,8.0,12.5,94.8,8.0,0.0,135.0,1558.75,0.0,
2857,Private room in condominium,Private room,4,2021-02,100.0,40.0,500.0,75.0,146.44444444444446,8.0,12.5,94.8,9.0,0.0,192.0,1875.5555555555557,12.5,
2858,Private room in condominium,Private room,4,2021-03,88.88888888888889,40.0,500.0,72.5,139.75,8.0,12.5,94.8,8.0,1.0,183.0,1899.375,-11.111111111111116,inf
2859,Private room in condominium,Private room,4,2021-04,88.88888888888889,40.0,4990.0,84.0,756.0,9.0,11.11111111111111,94.8,8.0,1.0,129.0,2007.5,0.0,0.0
2860,Private room in cottage,Private room,1,2020-08,100.0,37.0,125.0,63.0,66.6,5.0,20.0,98.0,5.0,0.0,120.0,1620.0,,
2861,Private room in cottage,Private room,1,2020-09,100.0,39.0,125.0,66.0,74.0,4.0,25.0,98.0,4.0,0.0,106.0,2065.5,-19.999999999999996,
2862,Private room in cottage,Private room,1,2020-10,100.0,39.0,125.0,62.57,70.02333333333333,5.0,20.0,96.4,6.0,0.0,120.0,1480.0,50.0,
2863,Private room in cottage,Private room,1,2020-11,100.0,39.0,125.0,62.5,70.0,5.0,20.0,96.4,6.0,0.0,121.0,1490.1666666666667,0.0,
2864,Private room in cottage,Private room,1,2020-12,100.0,55.0,125.0,63.0,73.4,4.0,0.0,95.5,5.0,0.0,117.0,1818.2,-16.666666666666664,
2865,Private room in cottage,Private room,1,2021-01,100.0,62.0,125.0,63.0,76.2,4.0,0.0,95.5,5.0,0.0,120.0,1908.0,0.0,
2866,Private room in cottage,Private room,1,2021-02,100.0,55.0,125.0,63.0,73.4,4.0,0.0,95.5,5.0,0.0,150.0,2202.0,0.0,
2867,Private room in cottage,Private room,1,2021-03,100.0,55.0,125.0,63.0,73.4,4.0,0.0,95.5,5.0,0.0,150.0,2202.0,0.0,
2868,Private room in cottage,Private room,1,2021-04,100.0,55.0,125.0,63.0,73.4,4.0,0.0,95.5,5.0,0.0,145.0,2139.0,0.0,
2869,Private room in cottage,Private room,2,2020-08,100.0,40.0,98.0,66.5,67.2,9.0,33.33333333333333,97.625,10.0,0.0,211.0,1318.7,,
2870,Private room in cottage,Private room,2,2020-09,100.0,49.0,98.0,65.0,66.66666666666667,8.0,37.5,97.42857142857143,9.0,0.0,142.0,1008.2222222222222,-9.999999999999998,
2871,Private room in cottage,Private room,2,2020-10,100.0,43.0,81.0,65.5,63.6,9.0,33.33333333333333,97.33333333333333,10.0,0.0,181.0,1121.1,11.111111111111116,
2872,Private room in cottage,Private room,2,2020-11,100.0,38.0,89.0,65.0,62.666666666666664,8.0,37.5,97.0,9.0,0.0,186.0,1262.3333333333333,-9.999999999999998,
2873,Private room in cottage,Private room,2,2020-12,100.0,59.0,98.0,60.0,67.28571428571429,7.0,28.57142857142857,96.66666666666667,7.0,0.0,171.0,1638.142857142857,-22.22222222222222,
2874,Private room in cottage,Private room,2,2021-01,100.0,59.0,120.0,65.5,73.33333333333333,6.0,33.33333333333333,96.4,6.0,0.0,120.0,1300.0,-14.28571428571429,
2875,Private room in cottage,Private room,2,2021-02,100.0,59.0,82.0,62.5,66.0,6.0,16.666666666666664,97.4,6.0,0.0,124.0,1324.6666666666667,0.0,
2876,Private room in cottage,Private room,2,2021-03,100.0,59.0,82.0,62.5,66.0,6.0,16.666666666666664,97.4,6.0,0.0,127.0,1365.6666666666667,0.0,
2877,Private room in cottage,Private room,2,2021-04,100.0,59.0,82.0,62.5,66.0,6.0,16.666666666666664,97.4,6.0,0.0,128.0,1379.3333333333333,0.0,
2878,Private room in cottage,Private room,3,2020-08,100.0,58.0,58.0,58.0,58.0,1.0,0.0,100.0,1.0,0.0,1.0,58.0,,
2879,Private room in cottage,Private room,3,2020-09,100.0,58.0,58.0,58.0,58.0,1.0,0.0,100.0,1.0,0.0,1.0,58.0,0.0,
2880,Private room in cottage,Private room,3,2020-10,100.0,90.0,90.0,90.0,90.0,1.0,0.0,100.0,1.0,0.0,7.0,630.0,0.0,
2881,Private room in cottage,Private room,4,2020-08,100.0,98.0,98.0,98.0,98.0,1.0,100.0,,1.0,0.0,30.0,2940.0,,
2882,Private room in cottage,Private room,4,2020-09,100.0,98.0,98.0,98.0,98.0,1.0,100.0,,1.0,0.0,19.0,1862.0,0.0,
2883,Private room in cottage,Private room,4,2020-10,100.0,98.0,98.0,98.0,98.0,1.0,100.0,,1.0,0.0,30.0,2940.0,0.0,
2884,Private room in cottage,Private room,4,2020-11,100.0,98.0,98.0,98.0,98.0,1.0,100.0,,1.0,0.0,30.0,2940.0,0.0,
2885,Private room in cottage,Private room,4,2021-03,100.0,250.0,250.0,250.0,250.0,1.0,0.0,100.0,1.0,0.0,21.0,5250.0,0.0,
2886,Private room in cottage,Private room,4,2021-04,100.0,250.0,250.0,250.0,250.0,1.0,0.0,100.0,1.0,0.0,28.0,7000.0,0.0,
2887,Private room in cottage,Private room,6,2020-08,100.0,139.0,139.0,139.0,139.0,1.0,100.0,90.0,1.0,0.0,30.0,4170.0,,
2888,Private room in cottage,Private room,6,2020-09,100.0,139.0,139.0,139.0,139.0,1.0,100.0,90.0,1.0,0.0,19.0,2641.0,0.0,
2889,Private room in cottage,Private room,6,2020-10,100.0,139.0,139.0,139.0,139.0,1.0,100.0,90.0,1.0,0.0,30.0,4170.0,0.0,
2890,Private room in cottage,Private room,6,2020-11,100.0,139.0,139.0,139.0,139.0,1.0,100.0,90.0,1.0,0.0,30.0,4170.0,0.0,
2891,Private room in dome house,Private room,1,2020-08,100.0,60.0,60.0,60.0,60.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,,
2892,Private room in dome house,Private room,1,2020-09,100.0,60.0,60.0,60.0,60.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,
2893,Private room in dome house,Private room,1,2020-10,100.0,60.0,60.0,60.0,60.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,
2894,Private room in dome house,Private room,1,2020-11,100.0,60.0,60.0,60.0,60.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,
2895,Private room in earth house,Private room,1,2020-08,100.0,60.0,150.0,88.0,96.5,4.0,0.0,100.0,4.0,0.0,61.0,1665.0,,
2896,Private room in earth house,Private room,1,2020-09,100.0,60.0,150.0,88.0,96.5,4.0,0.0,100.0,4.0,0.0,61.0,1665.0,0.0,
2897,Private room in earth house,Private room,1,2020-10,100.0,60.0,150.0,75.0,90.0,4.0,0.0,100.0,4.0,0.0,90.0,2100.0,0.0,
2898,Private room in earth house,Private room,1,2020-11,100.0,60.0,150.0,75.0,90.0,4.0,0.0,100.0,4.0,0.0,61.0,1665.0,0.0,
2899,Private room in earth house,Private room,1,2020-12,100.0,60.0,150.0,70.0,93.33333333333333,3.0,0.0,100.0,3.0,0.0,61.0,2220.0,-25.0,
2900,Private room in earth house,Private room,1,2021-01,100.0,60.0,150.0,70.0,93.33333333333333,3.0,0.0,100.0,3.0,0.0,61.0,2220.0,0.0,
2901,Private room in earth house,Private room,1,2021-02,100.0,60.0,150.0,70.0,93.33333333333333,3.0,0.0,100.0,3.0,0.0,61.0,2220.0,0.0,
2902,Private room in earth house,Private room,1,2021-03,100.0,60.0,150.0,70.0,93.33333333333333,3.0,0.0,100.0,3.0,0.0,61.0,2220.0,0.0,
2903,Private room in earth house,Private room,1,2021-04,100.0,60.0,150.0,70.0,93.33333333333333,3.0,0.0,100.0,3.0,0.0,61.0,2220.0,0.0,
2904,Private room in earth house,Private room,2,2020-09,100.0,55.0,55.0,55.0,55.0,1.0,0.0,,1.0,0.0,30.0,1650.0,,
2905,Private room in earth house,Private room,2,2020-10,100.0,55.0,55.0,55.0,55.0,1.0,0.0,,1.0,0.0,30.0,1650.0,0.0,
2906,Private room in earth house,Private room,2,2020-11,100.0,55.0,55.0,55.0,55.0,1.0,0.0,,1.0,0.0,30.0,1650.0,0.0,
2907,Private room in earth house,Private room,2,2020-12,100.0,55.0,55.0,55.0,55.0,1.0,0.0,,1.0,0.0,30.0,1650.0,0.0,
2908,Private room in earth house,Private room,2,2021-01,100.0,55.0,55.0,55.0,55.0,1.0,0.0,,1.0,0.0,30.0,1650.0,0.0,
2909,Private room in earth house,Private room,2,2021-02,100.0,55.0,55.0,55.0,55.0,1.0,0.0,,1.0,0.0,30.0,1650.0,0.0,
2910,Private room in earth house,Private room,2,2021-03,100.0,55.0,55.0,55.0,55.0,1.0,0.0,,1.0,0.0,30.0,1650.0,0.0,
2911,Private room in earth house,Private room,2,2021-04,100.0,55.0,55.0,55.0,55.0,1.0,0.0,,1.0,0.0,30.0,1650.0,0.0,
2912,Private room in farm stay,Private room,2,2020-08,100.0,78.0,78.0,78.0,78.0,1.0,0.0,,1.0,0.0,1.0,78.0,,
2913,Private room in farm stay,Private room,2,2020-09,100.0,78.0,78.0,78.0,78.0,1.0,0.0,100.0,1.0,0.0,7.0,546.0,0.0,
2914,Private room in farm stay,Private room,4,2020-08,100.0,41.0,120.0,80.5,80.5,2.0,50.0,93.0,2.0,0.0,33.0,795.0,,
2915,Private room in farm stay,Private room,4,2020-09,100.0,41.43,120.0,80.715,80.715,2.0,50.0,93.0,2.0,0.0,7.0,380.715,0.0,
2916,Private room in farm stay,Private room,4,2020-10,100.0,41.0,120.0,80.5,80.5,2.0,50.0,93.0,2.0,0.0,4.0,200.5,0.0,
2917,Private room in farm stay,Private room,4,2020-11,100.0,41.0,120.0,80.5,80.5,2.0,50.0,92.5,2.0,0.0,4.0,200.5,0.0,
2918,Private room in farm stay,Private room,4,2020-12,100.0,41.0,120.0,80.5,80.5,2.0,50.0,92.5,2.0,0.0,11.0,502.0,0.0,
2919,Private room in farm stay,Private room,4,2021-01,100.0,41.0,190.0,120.0,117.0,3.0,33.33333333333333,93.0,3.0,0.0,40.0,880.0,50.0,
