index,property_type,room_type,accommodates,year_month,active_listings_rate,min_price_active,max_price_active,median_price_active,avg_price_active,distinct_hosts,superhost_rate,avg_review_score_active,active_listings,inactive_listings,total_stays,avg_estimated_revenue_per_active,pct_change_active_listings,pct_change_inactive_listings
507,Cave,Entire home/apt,1,2020-06,100.0,150.0,150.0,150.0,150.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,
508,Cave,Entire home/apt,4,2020-06,100.0,449.0,449.0,449.0,449.0,1.0,0.0,100.0,1.0,0.0,1.0,449.0,,
509,Cave,Entire home/apt,4,2020-07,100.0,450.0,450.0,450.0,450.0,1.0,0.0,100.0,1.0,0.0,1.0,450.0,0.0,
510,Cave,Entire home/apt,4,2020-08,100.0,220.0,220.0,220.0,220.0,1.0,0.0,100.0,1.0,0.0,7.0,1540.0,0.0,
511,Cave,Entire home/apt,4,2020-09,100.0,350.0,350.0,350.0,350.0,1.0,0.0,100.0,1.0,0.0,1.0,350.0,0.0,
512,Cave,Entire home/apt,4,2020-10,100.0,370.0,370.0,370.0,370.0,1.0,0.0,100.0,1.0,0.0,1.0,370.0,0.0,
513,Cave,Entire home/apt,4,2021-04,100.0,370.0,370.0,370.0,370.0,1.0,0.0,95.0,1.0,0.0,1.0,370.0,0.0,
514,Chalet,Entire home/apt,2,2020-05,100.0,72.0,260.0,135.0,155.66666666666666,3.0,33.33333333333333,95.5,3.0,0.0,76.0,4250.0,,
515,Chalet,Entire home/apt,2,2020-06,100.0,72.0,243.0,135.0,150.0,3.0,33.33333333333333,95.5,3.0,0.0,87.0,4386.0,0.0,
516,Chalet,Entire home/apt,2,2020-07,100.0,72.0,244.0,136.0,150.66666666666666,3.0,33.33333333333333,95.5,3.0,0.0,60.0,3800.0,0.0,
517,Chalet,Private room,2,2020-05,100.0,60.0,60.0,60.0,60.0,1.0,0.0,96.0,1.0,0.0,30.0,1800.0,,
518,Chalet,Private room,2,2020-06,100.0,60.0,60.0,60.0,60.0,1.0,0.0,96.0,1.0,0.0,30.0,1800.0,0.0,
519,Chalet,Private room,2,2020-07,100.0,60.0,60.0,60.0,60.0,1.0,0.0,96.0,1.0,0.0,30.0,1800.0,0.0,
520,Condominium,Entire home/apt,1,2020-05,100.0,70.0,139.0,77.0,90.8,5.0,20.0,91.0,5.0,0.0,134.0,2403.4,,
521,Condominium,Entire home/apt,1,2020-06,100.0,70.0,140.0,76.0,91.0,5.0,20.0,91.0,5.0,0.0,112.0,2037.2,0.0,
522,Condominium,Entire home/apt,1,2020-07,100.0,70.0,139.0,98.0,102.33333333333333,3.0,33.33333333333333,91.0,3.0,0.0,38.0,1586.0,-40.0,
523,Condominium,Entire home/apt,2,2020-05,100.0,51.0,380.0,130.0,143.015625,119.0,17.647058823529413,94.01886792452831,128.0,0.0,2911.0,3277.1015625,,
524,Condominium,Entire home/apt,2,2020-06,100.0,51.0,380.0,129.5,140.68548387096774,115.0,18.26086956521739,94.29411764705883,124.0,0.0,2818.0,3270.798387096774,-3.125,
525,Condominium,Entire home/apt,2,2020-07,100.0,50.0,380.0,130.0,143.48543689320388,95.0,16.842105263157894,94.31764705882352,103.0,0.0,2468.0,3502.4854368932038,-16.935483870967737,
526,Condominium,Entire home/apt,3,2020-05,100.0,70.0,400.0,138.0,148.7659574468085,46.0,17.391304347826086,89.81818181818181,47.0,0.0,1073.0,3349.2340425531916,,
527,Condominium,Entire home/apt,3,2020-06,100.0,70.0,400.0,140.0,149.64444444444445,44.0,18.181818181818183,90.3030303030303,45.0,0.0,988.0,3264.0222222222224,-4.255319148936165,
528,Condominium,Entire home/apt,3,2020-07,100.0,70.0,400.0,138.0,147.31578947368422,37.0,21.62162162162162,93.25,38.0,0.0,797.0,3104.6052631578946,-15.555555555555555,
529,Condominium,Entire home/apt,4,2020-05,100.0,40.0,550.0,164.5,199.09558823529412,127.0,15.748031496062993,92.1858407079646,136.0,0.0,2790.0,4035.044117647059,,
530,Condominium,Entire home/apt,4,2020-06,100.0,40.0,551.0,163.5,200.44615384615383,121.0,14.049586776859504,92.13888888888889,130.0,0.0,2749.0,4032.7615384615383,-4.411764705882348,
531,Condominium,Entire home/apt,4,2020-07,100.0,40.0,551.0,165.0,205.38738738738738,105.0,13.333333333333334,92.59782608695652,111.0,0.0,2222.0,3899.261261261261,-14.615384615384619,
532,Condominium,Entire home/apt,5,2020-05,100.0,63.0,501.0,180.0,203.525,29.0,10.344827586206897,89.69444444444444,40.0,0.0,979.0,5027.2,,
533,Condominium,Entire home/apt,5,2020-06,100.0,61.0,501.0,169.0,201.8048780487805,30.0,10.0,89.72972972972973,41.0,0.0,1000.0,4982.1463414634145,2.499999999999991,
534,Condominium,Entire home/apt,5,2020-07,100.0,95.0,500.0,178.0,204.03571428571428,21.0,14.285714285714285,90.88,28.0,0.0,589.0,4585.071428571428,-31.707317073170728,
535,Condominium,Entire home/apt,6,2020-05,100.0,70.0,1500.0,210.0,297.2456140350877,55.0,18.181818181818183,93.48076923076923,57.0,0.0,1195.0,5246.6140350877195,,
536,Condominium,Entire home/apt,6,2020-06,100.0,70.0,1500.0,220.0,304.50943396226415,53.0,20.754716981132077,93.77083333333333,53.0,0.0,1202.0,5509.490566037736,-7.017543859649122,
537,Condominium,Entire home/apt,6,2020-07,100.0,95.0,1500.0,200.0,279.5,40.0,22.5,93.77777777777777,40.0,0.0,835.0,4918.4,-24.52830188679245,
538,Condominium,Entire home/apt,7,2020-05,100.0,119.0,501.0,284.0,297.0,4.0,0.0,73.66666666666667,4.0,0.0,79.0,4994.25,,
539,Condominium,Entire home/apt,7,2020-06,100.0,119.0,500.0,283.0,296.25,4.0,0.0,73.66666666666667,4.0,0.0,81.0,5096.5,0.0,
540,Condominium,Entire home/apt,7,2020-07,100.0,119.0,500.0,228.0,282.3333333333333,3.0,0.0,72.5,3.0,0.0,67.0,4636.666666666667,-25.0,
541,Condominium,Entire home/apt,8,2020-05,100.0,100.0,800.0,260.0,392.42857142857144,7.0,14.285714285714285,89.16666666666667,7.0,0.0,92.0,5516.714285714285,,
542,Condominium,Entire home/apt,8,2020-06,100.0,200.0,801.0,551.0,482.2,5.0,0.0,93.25,5.0,0.0,98.0,8514.8,-28.57142857142857,
543,Condominium,Entire home/apt,8,2020-07,100.0,200.0,599.0,405.5,402.5,4.0,0.0,94.33333333333333,4.0,0.0,80.0,6433.0,-19.999999999999996,
544,Condominium,Entire home/apt,9,2020-05,100.0,276.0,276.0,276.0,276.0,1.0,0.0,86.0,1.0,0.0,30.0,8280.0,,
545,Condominium,Entire home/apt,9,2020-06,100.0,275.0,275.0,275.0,275.0,1.0,0.0,86.0,1.0,0.0,30.0,8250.0,0.0,
546,Condominium,Entire home/apt,9,2020-07,100.0,276.0,276.0,276.0,276.0,1.0,0.0,86.0,1.0,0.0,30.0,8280.0,0.0,
547,Condominium,Entire home/apt,10,2020-05,100.0,268.0,268.0,268.0,268.0,1.0,0.0,94.0,1.0,0.0,0.0,0.0,,
548,Condominium,Private room,1,2020-05,100.0,29.0,280.0,64.0,71.60759493670886,74.0,8.108108108108109,88.55813953488372,79.0,0.0,1649.0,1417.113924050633,,
549,Condominium,Private room,1,2020-06,100.0,29.0,280.0,64.0,71.8961038961039,72.0,8.333333333333332,88.4047619047619,77.0,0.0,1713.0,1529.8051948051948,-2.5316455696202556,
550,Condominium,Private room,1,2020-07,100.0,29.0,280.0,65.5,74.6,56.0,8.928571428571429,88.06451612903226,60.0,0.0,1283.0,1546.7333333333333,-22.077922077922075,
551,Condominium,Private room,2,2020-05,100.0,21.0,3901.0,74.0,133.28488372093022,159.0,10.69182389937107,92.34482758620689,173.0,0.0,3468.0,1643.0462427745665,,
552,Condominium,Private room,2,2020-06,100.0,21.0,3900.0,72.5,133.79166666666666,156.0,10.256410256410255,92.98230088495575,169.0,0.0,3329.0,1610.6272189349113,-2.3121387283236983,
553,Condominium,Private room,2,2020-07,100.0,22.0,3900.0,76.0,143.7876712328767,138.0,10.144927536231885,93.65957446808511,147.0,0.0,2861.0,1649.904761904762,-13.017751479289942,
554,Condominium,Private room,3,2020-05,100.0,51.0,450.0,119.0,147.0,8.0,0.0,85.4,9.0,0.0,189.0,2244.0,,
555,Condominium,Private room,3,2020-06,100.0,50.0,450.0,115.0,150.625,7.0,0.0,84.5,8.0,0.0,159.0,2078.625,-11.111111111111116,
556,Condominium,Private room,3,2020-07,100.0,50.0,450.0,115.5,150.375,7.0,0.0,84.5,8.0,0.0,145.0,1985.25,0.0,
557,Condominium,Private room,4,2020-05,100.0,51.0,2489.0,86.0,375.8888888888889,9.0,11.11111111111111,95.0,9.0,0.0,154.0,1670.888888888889,,
558,Condominium,Private room,4,2020-06,100.0,50.0,2490.0,84.0,375.55555555555554,9.0,11.11111111111111,95.0,9.0,0.0,130.0,1469.2222222222222,0.0,
559,Condominium,Private room,4,2020-07,100.0,50.0,2490.0,101.5,349.8,10.0,10.0,95.0,10.0,0.0,140.0,1440.2,11.111111111111116,
560,Condominium,Shared room,1,2020-05,100.0,24.0,60.0,35.0,40.0,11.0,0.0,92.66666666666667,11.0,0.0,193.0,610.9090909090909,,
561,Condominium,Shared room,1,2020-06,100.0,24.0,59.0,34.0,38.3,10.0,0.0,92.66666666666667,10.0,0.0,192.0,656.8,-9.090909090909093,
562,Condominium,Shared room,1,2020-07,100.0,30.0,49.0,38.0,38.75,4.0,0.0,,4.0,0.0,68.0,685.5,-60.0,
563,Condominium,Shared room,2,2020-05,100.0,26.0,126.0,55.0,68.15384615384616,12.0,0.0,82.875,13.0,0.0,195.0,746.9230769230769,,
564,Condominium,Shared room,2,2020-06,100.0,26.0,126.0,55.0,68.0,12.0,0.0,82.875,13.0,0.0,218.0,992.2307692307693,0.0,
565,Condominium,Shared room,2,2020-07,100.0,26.0,127.0,57.5,66.2,10.0,0.0,94.0,10.0,0.0,188.0,925.2,-23.076923076923073,
566,Condominium,Shared room,3,2020-05,100.0,28.0,99.0,38.0,55.0,3.0,0.0,,3.0,0.0,90.0,1650.0,,
567,Condominium,Shared room,3,2020-06,100.0,29.0,100.0,36.0,55.0,3.0,0.0,,3.0,0.0,90.0,1650.0,0.0,
568,Condominium,Shared room,3,2020-07,100.0,29.0,100.0,64.5,64.5,2.0,0.0,,2.0,0.0,60.0,1935.0,-33.333333333333336,
569,Condominium,Shared room,4,2020-05,100.0,24.0,130.0,35.0,63.0,2.0,0.0,60.0,3.0,0.0,30.0,1300.0,,
570,Condominium,Shared room,4,2020-06,100.0,24.0,130.0,34.0,62.666666666666664,2.0,0.0,60.0,3.0,0.0,19.0,823.3333333333334,0.0,
571,Condominium,Shared room,4,2020-07,100.0,24.0,34.0,29.0,29.0,1.0,0.0,60.0,2.0,0.0,0.0,0.0,-33.333333333333336,
572,Cottage,Entire home/apt,1,2020-05,100.0,131.0,131.0,131.0,131.0,1.0,0.0,,1.0,0.0,20.0,2620.0,,
573,Cottage,Entire home/apt,1,2020-06,100.0,130.0,130.0,130.0,130.0,1.0,0.0,,1.0,0.0,9.0,1170.0,0.0,
574,Cottage,Entire home/apt,1,2020-07,100.0,130.0,130.0,130.0,130.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,
575,Cottage,Entire home/apt,2,2020-05,100.0,60.0,585.0,150.0,178.37142857142857,32.0,50.0,95.48275862068965,35.0,0.0,620.0,3184.1714285714284,,
576,Cottage,Entire home/apt,2,2020-06,100.0,60.0,585.0,150.5,194.35714285714286,27.0,55.55555555555556,97.04166666666667,28.0,0.0,542.0,3678.1071428571427,-19.999999999999996,
577,Cottage,Entire home/apt,2,2020-07,100.0,60.0,585.0,150.0,204.13636363636363,21.0,47.61904761904761,96.6842105263158,22.0,0.0,438.0,3845.6363636363635,-21.42857142857143,
578,Cottage,Entire home/apt,3,2020-05,100.0,86.0,250.0,146.5,153.0,8.0,37.5,95.5,8.0,0.0,156.0,2602.0,,
579,Cottage,Entire home/apt,3,2020-06,100.0,84.0,361.0,150.5,173.4,10.0,50.0,95.875,10.0,0.0,232.0,3939.1,25.0,
580,Cottage,Entire home/apt,3,2020-07,100.0,85.0,360.0,149.0,169.45454545454547,11.0,45.45454545454545,95.875,11.0,0.0,243.0,3746.0,10.000000000000009,
581,Cottage,Entire home/apt,4,2020-05,100.0,86.0,850.0,200.0,258.531914893617,46.0,32.608695652173914,95.69767441860465,47.0,0.0,958.0,4968.595744680851,,
582,Cottage,Entire home/apt,4,2020-06,100.0,84.0,850.0,200.0,264.35555555555555,44.0,27.27272727272727,95.46341463414635,45.0,0.0,1039.0,5865.0888888888885,-4.255319148936165,
583,Cottage,Entire home/apt,4,2020-07,100.0,85.0,849.0,200.0,272.35135135135135,36.0,33.33333333333333,95.29411764705883,37.0,0.0,899.0,6318.027027027027,-17.777777777777782,
584,Cottage,Entire home/apt,5,2020-05,100.0,98.0,450.0,194.0,245.9090909090909,11.0,45.45454545454545,96.5,11.0,0.0,183.0,4575.363636363636,,
585,Cottage,Entire home/apt,5,2020-06,100.0,98.0,450.0,197.5,242.33333333333334,12.0,50.0,96.25,12.0,0.0,238.0,4694.833333333333,9.090909090909083,
586,Cottage,Entire home/apt,5,2020-07,100.0,98.0,450.0,200.0,251.0,11.0,54.54545454545454,96.63636363636364,11.0,0.0,262.0,5264.545454545455,-8.333333333333337,
587,Cottage,Entire home/apt,6,2020-05,100.0,147.0,801.0,300.0,341.3888888888889,18.0,22.22222222222222,97.1875,18.0,0.0,372.0,6295.722222222223,,
588,Cottage,Entire home/apt,6,2020-06,100.0,148.0,801.0,300.0,341.44444444444446,18.0,22.22222222222222,97.0625,18.0,0.0,380.0,6800.722222222223,0.0,
589,Cottage,Entire home/apt,6,2020-07,100.0,190.0,500.0,300.0,311.93333333333334,15.0,20.0,96.38461538461539,15.0,0.0,395.0,8258.0,-16.666666666666664,
590,Cottage,Entire home/apt,7,2020-05,100.0,148.0,433.0,290.0,293.0,9.0,33.33333333333333,94.1,10.0,0.0,146.0,4145.7,,
591,Cottage,Entire home/apt,7,2020-06,100.0,148.0,433.0,279.0,280.0,10.0,30.0,94.63636363636364,11.0,0.0,191.0,4784.636363636364,10.000000000000009,
592,Cottage,Entire home/apt,7,2020-07,100.0,148.0,540.0,300.0,322.44444444444446,8.0,25.0,96.44444444444444,9.0,0.0,199.0,7157.555555555556,-18.181818181818176,
593,Cottage,Entire home/apt,8,2020-05,100.0,190.0,1000.0,450.0,468.8888888888889,9.0,77.77777777777779,98.375,9.0,0.0,163.0,9021.111111111111,,
594,Cottage,Entire home/apt,8,2020-06,100.0,190.0,1000.0,394.5,436.0,8.0,75.0,98.57142857142857,8.0,0.0,186.0,10439.625,-11.111111111111116,
595,Cottage,Entire home/apt,8,2020-07,100.0,180.0,1001.0,395.0,435.875,8.0,75.0,98.14285714285714,8.0,0.0,158.0,10307.875,0.0,
596,Cottage,Entire home/apt,10,2020-05,100.0,501.0,501.0,501.0,501.0,1.0,100.0,100.0,1.0,0.0,7.0,3507.0,,
597,Cottage,Entire home/apt,10,2020-06,100.0,550.0,550.0,550.0,550.0,1.0,100.0,100.0,1.0,0.0,16.0,8800.0,0.0,
598,Cottage,Entire home/apt,10,2020-07,100.0,550.0,550.0,550.0,550.0,1.0,100.0,100.0,1.0,0.0,28.0,15400.0,0.0,
599,Cottage,Entire home/apt,16,2020-05,100.0,400.0,400.0,400.0,400.0,1.0,0.0,95.0,1.0,0.0,3.0,1200.0,,
600,Cottage,Entire home/apt,16,2020-06,100.0,400.0,400.0,400.0,400.0,1.0,0.0,95.0,1.0,0.0,6.0,2400.0,0.0,
601,Cottage,Entire home/apt,16,2020-07,100.0,400.0,400.0,400.0,400.0,1.0,0.0,95.0,1.0,0.0,8.0,3200.0,0.0,
602,Cottage,Private room,1,2020-05,100.0,49.0,129.0,92.0,90.5,4.0,25.0,98.0,4.0,0.0,101.0,2462.0,,
603,Cottage,Private room,1,2020-06,100.0,49.0,127.0,91.5,89.75,4.0,25.0,98.0,4.0,0.0,50.0,1194.5,0.0,
604,Cottage,Private room,1,2020-07,100.0,49.0,128.0,92.0,90.25,4.0,25.0,98.0,4.0,0.0,117.0,2631.25,0.0,
605,Cottage,Private room,2,2020-05,100.0,41.0,100.0,66.5,67.0,9.0,33.33333333333333,97.11111111111111,10.0,0.0,125.0,703.2,,
606,Cottage,Private room,2,2020-06,100.0,41.0,80.0,65.0,63.666666666666664,8.0,37.5,97.625,9.0,0.0,93.0,557.2222222222222,-9.999999999999998,
607,Cottage,Private room,2,2020-07,100.0,42.0,81.0,66.0,64.88888888888889,8.0,37.5,97.625,9.0,0.0,197.0,1358.3333333333333,0.0,
608,Cottage,Private room,4,2020-05,100.0,89.0,89.0,89.0,89.0,1.0,100.0,,1.0,0.0,20.0,1780.0,,
609,Cottage,Private room,4,2020-06,100.0,88.0,88.0,88.0,88.0,1.0,100.0,,1.0,0.0,30.0,2640.0,0.0,
610,Cottage,Private room,6,2020-05,100.0,207.0,207.0,207.0,207.0,1.0,100.0,90.0,1.0,0.0,20.0,4140.0,,
611,Cottage,Private room,6,2020-06,100.0,208.0,208.0,208.0,208.0,1.0,100.0,90.0,1.0,0.0,30.0,6240.0,0.0,
612,Cottage,Private room,6,2020-07,100.0,208.0,208.0,208.0,208.0,1.0,100.0,90.0,1.0,0.0,30.0,6240.0,0.0,
613,Cottage,Shared room,16,2020-05,100.0,99.0,99.0,99.0,99.0,1.0,0.0,,1.0,0.0,30.0,2970.0,,
614,Cottage,Shared room,16,2020-06,100.0,100.0,100.0,100.0,100.0,1.0,0.0,,1.0,0.0,30.0,3000.0,0.0,
615,Cottage,Shared room,16,2020-07,100.0,100.0,100.0,100.0,100.0,1.0,0.0,,1.0,0.0,30.0,3000.0,0.0,
616,Dome house,Entire home/apt,4,2020-05,100.0,490.0,490.0,490.0,490.0,1.0,0.0,96.0,1.0,0.0,0.0,0.0,,
617,Dome house,Entire home/apt,4,2020-06,100.0,489.0,489.0,489.0,489.0,1.0,0.0,96.0,1.0,0.0,0.0,0.0,0.0,
618,Dome house,Entire home/apt,4,2020-07,100.0,490.0,490.0,490.0,490.0,1.0,0.0,96.0,1.0,0.0,30.0,14700.0,0.0,
619,Dome house,Entire home/apt,4,2020-08,100.0,490.0,490.0,490.0,490.0,1.0,0.0,96.0,1.0,0.0,30.0,14700.0,0.0,
620,Dome house,Entire home/apt,4,2020-09,100.0,490.0,490.0,490.0,490.0,1.0,0.0,96.0,1.0,0.0,30.0,14700.0,0.0,
621,Dome house,Entire home/apt,4,2020-10,100.0,490.0,490.0,490.0,490.0,1.0,0.0,96.0,1.0,0.0,30.0,14700.0,0.0,
622,Dome house,Entire home/apt,4,2020-11,100.0,590.0,590.0,590.0,590.0,1.0,0.0,96.0,1.0,0.0,30.0,17700.0,0.0,
623,Dome house,Entire home/apt,4,2020-12,100.0,590.0,590.0,590.0,590.0,1.0,0.0,96.0,1.0,0.0,30.0,17700.0,0.0,
624,Dome house,Entire home/apt,4,2021-01,100.0,590.0,590.0,590.0,590.0,1.0,0.0,96.0,1.0,0.0,29.0,17110.0,0.0,
625,Dome house,Entire home/apt,4,2021-02,100.0,590.0,590.0,590.0,590.0,1.0,0.0,96.0,1.0,0.0,30.0,17700.0,0.0,
626,Dome house,Entire home/apt,4,2021-03,100.0,490.0,490.0,490.0,490.0,1.0,0.0,96.0,1.0,0.0,30.0,14700.0,0.0,
627,Dome house,Entire home/apt,4,2021-04,100.0,490.0,490.0,490.0,490.0,1.0,0.0,96.0,1.0,0.0,30.0,14700.0,0.0,
628,Dome house,Private room,1,2020-05,100.0,58.0,58.0,58.0,58.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,,
629,Dome house,Private room,1,2020-06,100.0,58.0,58.0,58.0,58.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,
630,Dome house,Private room,1,2020-07,100.0,59.0,59.0,59.0,59.0,1.0,0.0,100.0,1.0,0.0,30.0,1770.0,0.0,
631,Earth house,Entire home/apt,2,2020-05,100.0,240.0,990.0,615.0,615.0,2.0,0.0,100.0,2.0,0.0,30.0,3600.0,,
632,Earth house,Entire home/apt,2,2020-06,100.0,240.0,990.0,615.0,615.0,2.0,0.0,100.0,2.0,0.0,30.0,3600.0,0.0,
633,Earth house,Entire home/apt,2,2020-07,100.0,240.0,240.0,240.0,240.0,1.0,0.0,,1.0,0.0,30.0,7200.0,-50.0,
634,Earth house,Entire home/apt,2,2020-08,100.0,320.0,320.0,320.0,320.0,1.0,0.0,,1.0,0.0,30.0,9600.0,0.0,
635,Earth house,Entire home/apt,2,2020-09,100.0,320.0,320.0,320.0,320.0,1.0,0.0,,1.0,0.0,30.0,9600.0,0.0,
636,Earth house,Entire home/apt,2,2020-10,100.0,320.0,320.0,320.0,320.0,1.0,0.0,,1.0,0.0,30.0,9600.0,0.0,
637,Earth house,Entire home/apt,2,2020-11,100.0,320.0,320.0,320.0,320.0,1.0,0.0,,1.0,0.0,30.0,9600.0,0.0,
638,Earth house,Entire home/apt,2,2020-12,100.0,320.0,320.0,320.0,320.0,1.0,0.0,,1.0,0.0,30.0,9600.0,0.0,
639,Earth house,Entire home/apt,2,2021-01,100.0,320.0,320.0,320.0,320.0,1.0,0.0,,1.0,0.0,30.0,9600.0,0.0,
640,Earth house,Entire home/apt,2,2021-02,100.0,320.0,320.0,320.0,320.0,1.0,0.0,,1.0,0.0,30.0,9600.0,0.0,
641,Earth house,Entire home/apt,2,2021-03,100.0,320.0,320.0,320.0,320.0,1.0,0.0,,1.0,0.0,30.0,9600.0,0.0,
642,Earth house,Entire home/apt,2,2021-04,100.0,110.0,320.0,215.0,215.0,2.0,0.0,65.0,2.0,0.0,32.0,4910.0,100.0,
643,Earth house,Entire home/apt,5,2020-05,100.0,126.0,126.0,126.0,126.0,1.0,0.0,100.0,1.0,0.0,30.0,3780.0,,
644,Earth house,Entire home/apt,5,2020-06,100.0,124.0,124.0,124.0,124.0,1.0,0.0,100.0,1.0,0.0,30.0,3720.0,0.0,
645,Earth house,Entire home/apt,5,2020-07,100.0,125.0,125.0,125.0,125.0,1.0,0.0,100.0,1.0,0.0,30.0,3750.0,0.0,
646,Earth house,Entire home/apt,5,2020-08,100.0,145.0,145.0,145.0,145.0,1.0,0.0,100.0,1.0,0.0,30.0,4350.0,0.0,
647,Earth house,Entire home/apt,5,2020-09,100.0,145.0,145.0,145.0,145.0,1.0,0.0,100.0,1.0,0.0,30.0,4350.0,0.0,
648,Earth house,Entire home/apt,5,2020-10,100.0,145.0,145.0,145.0,145.0,1.0,0.0,100.0,1.0,0.0,30.0,4350.0,0.0,
649,Earth house,Entire home/apt,5,2020-11,100.0,145.0,145.0,145.0,145.0,1.0,0.0,100.0,1.0,0.0,30.0,4350.0,0.0,
650,Earth house,Entire home/apt,5,2020-12,100.0,145.0,145.0,145.0,145.0,1.0,0.0,100.0,1.0,0.0,30.0,4350.0,0.0,
651,Earth house,Entire home/apt,5,2021-01,100.0,145.0,145.0,145.0,145.0,1.0,0.0,100.0,1.0,0.0,30.0,4350.0,0.0,
652,Earth house,Entire home/apt,5,2021-02,100.0,145.0,145.0,145.0,145.0,1.0,0.0,100.0,1.0,0.0,30.0,4350.0,0.0,
653,Earth house,Entire home/apt,5,2021-03,100.0,145.0,145.0,145.0,145.0,1.0,0.0,100.0,1.0,0.0,30.0,4350.0,0.0,
654,Earth house,Entire home/apt,5,2021-04,100.0,145.0,145.0,145.0,145.0,1.0,0.0,100.0,1.0,0.0,30.0,4350.0,0.0,
655,Earth house,Entire home/apt,6,2021-01,100.0,1200.0,1200.0,1200.0,1200.0,1.0,0.0,,1.0,0.0,0.0,0.0,,
656,Earth house,Entire home/apt,6,2021-02,100.0,1300.0,1300.0,1300.0,1300.0,1.0,0.0,,1.0,0.0,2.0,2600.0,0.0,
657,Earth house,Entire home/apt,6,2021-03,100.0,1300.0,1300.0,1300.0,1300.0,1.0,0.0,,1.0,0.0,5.0,6500.0,0.0,
658,Earth house,Entire home/apt,6,2021-04,100.0,1300.0,1300.0,1300.0,1300.0,1.0,0.0,,1.0,0.0,30.0,39000.0,0.0,
659,Earth house,Entire home/apt,8,2020-05,100.0,1450.0,1450.0,1450.0,1450.0,1.0,100.0,100.0,1.0,0.0,2.0,2900.0,,
660,Earth house,Entire home/apt,8,2020-06,100.0,1449.0,1449.0,1449.0,1449.0,1.0,100.0,100.0,1.0,0.0,3.0,4347.0,0.0,
661,Earth house,Entire home/apt,8,2020-07,100.0,1450.0,1450.0,1450.0,1450.0,1.0,100.0,100.0,1.0,0.0,7.0,10150.0,0.0,
662,Earth house,Entire home/apt,8,2020-08,100.0,1450.0,1450.0,1450.0,1450.0,1.0,100.0,100.0,1.0,0.0,11.0,15950.0,0.0,
663,Earth house,Entire home/apt,8,2020-09,100.0,1450.0,1450.0,1450.0,1450.0,1.0,100.0,100.0,1.0,0.0,27.0,39150.0,0.0,
664,Earth house,Entire home/apt,8,2020-10,100.0,1450.0,1450.0,1450.0,1450.0,1.0,100.0,100.0,1.0,0.0,29.0,42050.0,0.0,
665,Earth house,Entire home/apt,8,2020-11,100.0,1450.0,1450.0,1450.0,1450.0,1.0,100.0,100.0,1.0,0.0,30.0,43500.0,0.0,
666,Earth house,Entire home/apt,8,2020-12,100.0,1450.0,1450.0,1450.0,1450.0,1.0,100.0,100.0,1.0,0.0,28.0,40600.0,0.0,
667,Earth house,Entire home/apt,8,2021-01,100.0,1450.0,1450.0,1450.0,1450.0,1.0,100.0,100.0,1.0,0.0,15.0,21750.0,0.0,
668,Earth house,Entire home/apt,8,2021-02,100.0,1450.0,1450.0,1450.0,1450.0,1.0,100.0,100.0,1.0,0.0,3.0,4350.0,0.0,
669,Earth house,Entire home/apt,8,2021-03,100.0,1450.0,1450.0,1450.0,1450.0,1.0,100.0,100.0,1.0,0.0,18.0,26100.0,0.0,
670,Earth house,Entire home/apt,8,2021-04,100.0,1450.0,1450.0,1450.0,1450.0,1.0,100.0,100.0,1.0,0.0,2.0,2900.0,0.0,
671,Earth house,Private room,1,2020-05,100.0,60.0,165.0,95.0,103.75,4.0,0.0,100.0,4.0,0.0,62.0,1814.75,,
672,Earth house,Private room,1,2020-06,100.0,59.0,164.0,95.0,103.25,4.0,0.0,100.0,4.0,0.0,61.0,1769.75,0.0,
673,Earth house,Private room,1,2020-07,100.0,60.0,165.0,95.0,103.75,4.0,0.0,100.0,4.0,0.0,62.0,1807.5,0.0,
674,Earth house,Private room,2,2020-05,100.0,51.0,51.0,51.0,51.0,1.0,0.0,,1.0,0.0,30.0,1530.0,,
675,Earth house,Private room,2,2020-06,100.0,50.0,50.0,50.0,50.0,1.0,0.0,,1.0,0.0,30.0,1500.0,0.0,
676,Earth house,Shared room,1,2020-05,100.0,99.0,99.0,99.0,99.0,1.0,100.0,96.0,1.0,0.0,1.0,99.0,,
677,Earth house,Shared room,1,2020-06,100.0,100.0,100.0,100.0,100.0,1.0,100.0,96.0,1.0,0.0,30.0,3000.0,0.0,
678,Earth house,Shared room,1,2020-07,100.0,101.0,101.0,101.0,101.0,1.0,100.0,96.0,1.0,0.0,1.0,101.0,0.0,
679,Entire apartment,Entire home/apt,1,2020-08,100.0,40.0,790.0,90.0,123.4494382022472,84.0,7.142857142857142,91.08928571428571,89.0,0.0,1947.0,2538.224719101124,,
680,Entire apartment,Entire home/apt,1,2020-09,100.0,30.0,790.0,90.0,120.88,94.0,5.319148936170213,91.74603174603175,100.0,0.0,2308.0,2590.65,12.35955056179776,
681,Entire apartment,Entire home/apt,1,2020-10,100.0,30.0,790.0,90.5,126.24468085106383,92.0,4.3478260869565215,92.12068965517241,94.0,0.0,2302.0,3081.744680851064,-6.000000000000005,
